,index,Sentence,labels
7057,4369,"Ich bin mir nicht sicher, ob ich einen Salat mit nur Öl und Gewürzen mag.",0
5117,2094,"Ich esse nicht, ich trinke nicht, und es gibt kein Essen mit mir zu essen.",1
3816,809,"Es ist wichtig, dass es nicht viel Kalorien.",0
5107,1626,"Ich kann dir nicht sagen, wie glücklich ich bin, es ist weg und ich kann mich nicht erinnern.",0
9130,4528,"Es ist nicht leicht, ein Uhu zu werden.",0
6215,3740,Er verlor 13 Pfund im Februar letzten Jahres.,1
9599,1663,Vier Scheiben Brot.,1
8097,163,Das Abendessen zu tanzen ist zu viel für mich.,0
3635,2415,Ich muß erstmal Anfangen meinen Dicken Hintern mehr zubewegen .,0
258,480," die schwindenden Kilos sollten Nebensache sein, denn das sind nur Symptome, die Ursache sitzt meistens wo anders,......",0
7324,739,"Ich will, dass er Nicita hallo sagt.",2
1244,2328," Mein BMI ist von 55,5 auf 45,3 gesunken.....",0
2610,89," Einige sind zwar der Meinung jetzt wäre auch gut, aber ich möchte schon gern noch mehr abnehmen.",0
4464,427,Mein Oberschenkel ist geschrumpft.,0
3565,1025,hinterfragt und so weiter...,1
1008,4720," Ich habe irgendwann rausgefunden das ich gegen 12,3 Uhr noch mal ne Zwischenmahlzeit brauche.",0
3572,2871,"  Meine Partnerin sagt immer ""Ein Mann ohne Bauch ist ein Krüppel"" :)    Gruß Olli ",0
2473,787,"aber wenn ich jetz gucke was sich alleine in 2 wochen getan hat kilomäßig, ist das doch schon eine ganz ordentliche menge :-) !",0
8294,2031,"Wenn ich am Abend Lust habe, esse ich Nüsse.",1
65,537," Dort kamen wir zum Ergebnis, dass wenn ich keinen Grund habe, abzunehmen, ich es auch nicht schaffen werde.",0
6265,4007,"Ich kann keine Diät halten, weil ich zu viel esse und es ist nicht möglich, es für einen Tag zu tun.",0
3016,2869," Mit den Süßigkeiten sehe ich das ähnlich, wenn man es dann eine Weile geschafft hat darauf zu verzichten, fälllt es am Ende auch nicht mehr so schwer.",0
4206,1566,"Ich muss Strategien entwickeln, die es mir erlauben, diese Distanz zu überwinden.",0
4008,4070,"Ich war so voll nach dem Mittagessen, dass ich, als ich wegrannte, Essen in der Wanne fand.",1
2147,2431, Jetzt habe ich seit 5 Wochen einen Bypass und hoffe es damit zu schaffen und zu halten.,0
221,2740,auch das wird.,0
3097,4526, Das Gewicht schwankt seit 8 Monaten zwischen 100 und 102:(,0
3168,2366," Wenn ich den Sport entsprechend anpasse, sollte es gut funktionieren.",0
4183,3850,"Es ist wichtig, durch die Baustellen mehr Platz für eine gesunde Ernährung zu geben.",2
3402,4687," Nichtsdestotrotz halte ich es für sinnvoll, um den Überblick zu haben, wieviel man so im Lauf des Tages zu sich nimmt.",0
8851,1475,"Ich sagte mir, dass ich nicht mehr suchen würde, nachdem Sie aufhören, Nudelsalat und Frikadelle zu essen.",1
355,1128,  Ich gehe Dienstags und Donnerstags zum Sport in einem Fitnessstudio.,1
9617,2120,"Sie wissen nicht, ob Sie es zurücknehmen, wenn Sie es als Belohnung verwenden, um mit Trauer umzugehen, oder wenn Sie sich nicht wohl fühlen.",1
5854,507,"180 Minuten Übung mit hoher Intensität ist okay für mich und ich liebe es, ich würde den nächsten Tag nicht ohne sie überleben.",1
8620,3573,Ich machte weiter und öffnete das Paket.,1
5001,943,"Es ist schwer für mich, die Chips zu übergeben.",0
6190,2343,Gesäß und Oberschenkel sind immer noch groß.,0
5544,1723,"Einerseits bin ich traurig, weil ich die Bewegung nicht habe, andererseits bin ich wütend, weil ich sie nicht gebacken bekomme.",0
7578,1898,Wir waren letzte Woche zum Abschiedsessen im Griechischen.,1
1834,1112,  Das geht ja wohl gar nicht!!,0
7100,3960,"Ich sollte in der Lage sein, große Erfolge zu verzeichnen, weil ich seit 3 Monaten weg bin.",0
9010,11,"Es scheint, als sei hier alles schwieriger.",0
7712,2230,Ich ziehe mich an den Gürtel zurück.,2
9396,77,Diesmal kann ich es schaffen.,0
9721,7,Was machen Sie mit Ihrer Familie?,0
3707,997,"*kopfschüttel*  Ich persönlich habe leider erst viel zu spät erkannt, dass ich ""krank"" bin und dringend etwas ändern muss.",0
6025,4303,"Das stillgelegte Zeug wäre nicht da, wenn ich eine Umwandlung nach einem Ärmel brauche.",0
1279,4100," Aber heute ist es für mich so besonders, daß es mich zu Tränen gerührt hat, und ich heulend auf dem Küchenfußboden saß.",0
3517,405,  ich halte nach wie vor meine Mahlzeiten bewusst ein....,1
2042,3057,"   Mein Thema ist, dass ich sicher bin, wieder in alte Essmuster zu verfallen und eine von denen zu sein, die dann zwar mit den Einschränkungen eines Schlauchmagens oder Bypasses leben muss, aber immer noch dick ist.",0
3734,3538,"  Mein Kaugummi Konsum ist wieder aufs unermessliche gestiegen, damit ich ja nicht auf die Idee komme dauernd etwas Süßes auf der Arbeit zu essen.",1
8145,2765,"Ich hoffe, die Bedrohung reicht aus, um Menschen zum Handeln zu bewegen.",0
6122,846,Ich bin gleichzeitig glücklich und müde.,0
111,2574," ich esse abends Salat, mal mit Ei, mal mit ner Scheibe Kochschinken, oder nur Gurke mit Hähnchenfleisch.....",1
6671,1406,Ich habe letzte Woche nicht Football gespielt.,1
9507,3193,Es gibt einen gesunden Rücken und Kreuz passen Box Bin.,2
2735,3285, Jeden Tag mindestens eine halbe Stunde.,1
8149,2995,Seit Anfang des Monats bin ich auf einer 1500kcal-Diät.,1
4110,1933,Nichts kann in kleinen Wellen vom Keller zum Laden laufen.,0
2513,301," Statt meinen ""Erfolg"" zu genießen, habe ich zu lange vor der Glotze gesessen und mir doch noch Erdnussflips ""reingezogen"".",1
6356,4715,Ich frühstücke seit drei Tagen und fühle mich besser.,1
9094,416,"Und dazwischen, statt Wasser.",1
5956,866,Wegen meines Eisen- und Ferritin-Mangels...,0
8057,3952,"Ich bin nicht verrückt danach, aber ich fürchte, es ist ein Teil davon.",0
8,3446, Es geht halt viel langsamer.,0
5164,3432,Das nächste Ziel ist die Uhu.,0
7407,433,Extra Minuten Sport sollte meine Kalorien zu erhöhen.,1
9741,4347,Ich werde ein Rezept von meinem H bekommen.,2
4143,4197,"Ich weiß noch nicht, wie ich das machen soll.",0
4589,3310,"Ich kann nicht scheinen, eine gesunde Ernährung in den USA zu finden.",0
1181,3349, Sie erfordert aber tägliche Achtsamkeit!,0
6613,1936,Ich bin sehr zufrieden mit dem Hammer und seinem Gewicht.,0
2655,2701, Meinen neuen Knieglenken möchte ich das nicht zumuten.,0
6589,4252,"Ich muss lernen, sonst muss ich kotzen.",0
3478,3644,  Ich will wieder ans Steuer und nicht mehr auf dem Beifahrersitz vom Zuckermobil sitzen!,0
3002,2093, meine ernährung habe ich schon lange komplett umgestellt.,1
5651,1328,"Ich glaube, dass das Hauptproblem, das in der gesamten Gesellschaft gesehen wird, auf den steigenden Luxus und die Industrialisierung bestimmter Länder zurückgeführt werden kann.",0
1354,1515,  So ist essen schön und frei.,0
3705,4163,"  Und ja, für mich fühlt es sich an wie ein persönliches Versagen..",0
5434,530,Ich bin gerade irgendwie unruhig.,0
3594,3979," Und nun - nach 2-3 Tagen Pause - fange ich wieder mit leichten Heimübungen an und gehe heute noch raus, um 2-3 Dinge einkaufen zu gehen.",2
6126,1453,Ich bin schon seit 6 Wochen da und bin mit meiner Diät und meiner Abnahme zufrieden.,1
359,1218," Ich habe jetzt ca 2 1/2 Wochen nach Ende unseres Urlaubes die zugenommenen 2,5 kg neutralisiert  und sogar noch etwas abgenommen.",1
2317,974," egal wieviel, solange es nicht nach Oben geht...",0
5333,311,"Ich brauche die Dinge, an denen ich gerade arbeite.",0
1084,329,      man würde mich dann begleiten um auch rauszufinden warum ich bis jetzt immer nur gegessen habe usw          Ich denke mal schaden kannst das nichts und ich höre mir das morgen mal an.,2
354,122,  Ich hab mein Übergewicht einfach satt und bin es leid.,0
5867,2602,"Obwohl ich 54 Pfund durch meine Bauchoperation verloren habe, habe ich immer noch ein Problem mit meinem Kopf nicht operiert werden, und ich habe immer noch eine Menge Gedanken über Lebensmittel.",0
4935,855,"Ich war am heißesten Tag des Sommers im Studio, als ich deinen Sportplatz las.",1
2421,640,"wenn gar nicht früher, aber irgendwie ist es so als ob langweilig geworden..",0
2523,3389, Und damit nun offiziell die 30 kg geknackt ..,0
8416,252,Oder vielleicht sogar mein Gewicht...,2
9675,1901,Ich will nicht mehr viel davon.,0
7513,3186,Ich kann nicht viel Gewicht verlieren.,0
4203,310,Deshalb tue ich so viel ich kann.,0
1116,1273,"  Jetzt bin ich froh um meinen Bypass, denn wo ich jetzt keinen Sport machen kann und nur zu Hause sitze kommt der Schlendrian rein, ich sündige immer mal wieder (leider zu oft) und nehme zum Glück dennoch nicht zu.",1
4756,2661,"Es gibt keine Motivation, etwas wieder anzufangen.",0
1125,2332,  Oberbekleidung trage ich nun statt 54/56 nur noch Grösse 52.,0
5211,3845,Ich muss von morgen an gesunde Dinge essen.,2
4680,3015,Ich muss wieder auf Kurs.,0
58,1673,"  Guten Morgen zusammen,  also ich kann vermelden,das ich heute wieder angefangen habe,FDDB zu schreiben.",1
4621,2333,Ich habe heute mein Blutbild und es war so ziemlich ein Glas auf dem Kuchen.,0
4240,4493,"Ich trinke viel Wasser, da es so heiß ist.",1
5853,507,"180 Minuten Übung mit ziemlich hoher Intensität ist okay für mich und ich liebe es, ich würde den nächsten Tag nicht ohne sie überleben.",1
9008,3099,"Wenn Sie Ihre Essgewohnheiten nicht ändern, wird die Operation nichts tun.",0
6770,2850,Ich muss mich inspirieren.,0
597,616,   Gestern abend habe ich ein kleines Stückchen Fisch gegessen und plötzlich gings mir viel besser.,1
8788,2346,"Ich habe Haut, die an mir arbeitet.",1
179,109, Ich war jetzt seit Dezember 07 4 mal bei der Ernährungsberaterin.,1
6888,3826,"Ich denke, es ist mehr als nur die Ablenkung, zumindest bei mir.",0
2172,3732, Ich werde definitiv kämpfen in grunde bin ich auch guter dinge nach heute sowieso  mein Hautarzt sagte ja auch wen ich persönlich da war kriege ich es sicherlich durch er betreut mehere who patienten.,2
3118,2951,"  Hallo,   eigentlich will ich auf 65 kg abnehmen.",0
1796,1642, 48cm insgesamt   Fühl mich auch viel besser als noch vor 4 Monaten.,0
6207,4116,"Es ist so repariert, dass mir am Abend nichts anderes einfällt.",0
8785,4195,"Ich mache es seit Jahren, jedes Mal, wenn es nicht klappte.",0
9549,371,"Ich lese schon eine Weile durch das Forum und bin voller Begeisterung darüber, was viele schon hier getan haben, wodurch es mich anklickt.",0
6196,307,"Ich bin sehr zuversichtlich, dass es mich am weitesten weg von meiner gegenwärtigen Situation bringen wird.",0
4623,837,Es ist echt für Mäuse.,0
9078,1399,Ich wollte dick bleiben und es komplettieren.,1
1651,4355, Auch mal nur ein Süppchen oder ein Schnittchen.,1
6513,2764,"Ich muss damit professionell umgehen, damit der Schaden für mich vorhanden ist.",0
1229,1441,"  Hallöchen,  ja ich denke da ist das Problem,man muß Bewußt bleiben und darf nicht wieder reinfallen in dieses bequeme und ach das geht noch und das auch noch.",0
1438,3718,"auch wenn mein ""unterer Rücken"" immer bald schmerzt.",0
757,534, Das klappt auch ganz gut.,0
3844,2979,Ich konnte mich selbst schlagen.,0
5693,378,"Am Ende des Tages war ich machtlos und schon auf dem Weg nach Kaisers mit der Absicht, Kuchen zu essen.",1
9368,517,Ich mache ein paar Sportarten pro Woche.,1
8334,2329,"Mehr als 10 Punkte weniger ist, was die Punktzahl ist.",0
6247,2242,"Ich habe gelernt, wie meine Schwächen und Begierden mich beeinflussen.",1
4991,2970,"Ich war besorgt, dass ich ein Pedelec ohne Training nicht bewältigen konnte.",0
7681,1819,Das macht dich zu einem Zombie.,0
4311,301,"Ich saß zu lange vor dem Fernseher, weil ich meinen Erfolg nicht genießen wollte.",1
7682,1819,Das macht dich zu einem Zombie.,0
4076,1823,"Wenn er bereit ist, es loszulassen, habe ich das Gefühl des Körpers.",0
1925,2560, Somit war ich schon fast wieder am Ausgangspunkt vor meiner Schlauchmagenop mit 102 kg!,0
7921,3798,Diese Gedanken über die Nahrungsaufnahme sind nicht gut für Sie.,0
1498,4642,"  Ein großes Problem bei mir ist, dass ich in einer Woche nur sehr wenig Aktivitäten oder Projekte umsetzen kann.",0
2106,2042,"  Und ich glaube ich kann sagen,meine Eßstörung ist komplett weg.",0
243,3670, Das geht ja nur am Anfang so schnell mit der Abnahme.,0
9040,4573,"Das letzte Mal, als ich einen Apfel gegessen habe, habe ich ihn am nächsten Tag um 12 Uhr gegessen.",1
6433,3296,Im April letzten Jahres war mein Höhepunkt über 169 cm.,0
8831,2599,"Ich hörte auf, Kcal zu nehmen, weil ich zu viel nahm.",1
3960,1991,"Nach dem Verlust von viel Gewicht, war alles wieder auf sie.",0
1465,3462, Jeder noch so kleine Erfolg ist ein Erfolg!!,0
6214,4437,"Mir wurde gezeigt, dass mein Körper immer noch in der Lage ist, jeden Tag Leistung zu leisten.",1
6463,1476,"Ich hatte einen Pop-Sat mit etwas Salat und Frikadelle, die ich gegessen habe.",1
2895,3671," somit habe ich die nächste Etappe erreicht, bin jetzt unter 75 kg.",0
9193,1961,Manche Dinge sind wichtiger als andere.,0
9684,2,Ich muss immer noch nah an mein Traumgewicht kommen.,2
5466,4430,Ich bin damit einverstanden.,0
7197,3950,"Ich muss vorsichtig sein, wenn ich wäge, weil ich nicht ins andere Extrem gehen will.",0
7346,235,"In den ersten vier Wochen habe ich ein Esstagebuch geschrieben, um aufzuzeichnen, was ich esse und was ich darüber denke.",1
4734,1061,Ich fürchte den Tod am meisten und habe den größten Respekt dafür.,0
7274,344,"Ich versuche, die Ernährung zu ändern, zuerst wegen der Gedanken, die Sie haben.",0
4536,3846,Vielleicht würde das wieder für mich funktionieren.,0
9419,3256,"Ich bin der einzige der Schüler, der in seinem Gewicht richtig ist.",0
9126,2181,"Ich dachte nicht, dass ich wieder mit meinem Gewicht zu kämpfen hätte.",0
7066,747,"Ich muss mir keine Sorgen machen, weil ich nicht auf Diät bin.",0
5875,279,"Ich denke, jeder von uns sollte ein leichteres Leben haben.",0
3275,3415," Immer die Überlegungen, was denken die Leute, passe ich in die Stühle usw Kennt ja sicher jeder hier.",0
3677,2175,"  Ich bin mittlerweile schon recht verzweifelt und weiss wohl das es auch etwas an der Menge der Nahrung liegt, ich werde einfach sehr schwer satt.",0
803,249," Aber ich möchte gerne für mich etwas tun, da es mit dem laufen aber noch nicht so klappt wir aber eine kleine Schwimmhalle in der Nähe haben dachte ich das das Schwimmen doch ganz gut ist.",0
8339,2322,"Da wir die OP nicht direkt ansprechen konnten, entschied ich mich für ein MMK.",1
7359,154,Ich wollte die Woche deswegen gehen.,1
6445,4308,Ich werde das Essen wechseln lassen.,2
7262,2761,"Ich denke, eine echte fette Schürze würde eine Menge Probleme haben.",0
1257,2429, Hat weh getan in den Knien aber es ging und es wird immer einfacher.,0
5308,271,"Wenn es so einfach wäre, alleine abzuheben, würden wir alle aus der Operation nehmen.",0
5918,2166,"Es ist wichtig, darüber nachzudenken, was Sie essen und was Sie nicht essen.",0
8582,4108,Ich möchte die Straße von 300-400 Metern führen.,0
3959,1991,"Wenn Sie viel Gewicht verlieren, kommt alles darauf zurück.",0
3411,3880,"  Auf der App FDDB sehe ich ganz genau, wo ich liege, ob ich zuviel gegessen habe  oder eher weniger als die Vorgabe.",0
3178,708, Bin halt ein Nudel und Brotesser.,0
6683,1332,"Das Essen wird auf eine Weise hergestellt, die uns stolz macht.",0
26,3517,  Wie fast alle hier habe einfach schon zuviele Diäten hinter mir.,0
8802,4510,"Ich esse nicht gern, wenn es so heiß ist.",0
4532,4136,Meine Haut ist nicht mehr braun.,0
2200,2978," Und das, obwohl es nicht mal meine Lieblings-Süßigkeiten sind!",1
1277,2940,"aber ich fange an, anders zu kochen.",2
7731,1797,Ich spiele nicht mit meinem Kopf.,0
5720,3999,Ich habe nicht die ganze Schokolade in meiner Hand gegessen und den Rest weggeworfen.,1
4540,2961,Ich habe Mandelrollen gebacken.,1
1039,2502, Ich habe schon mal 50kg abgenommen und dann wieder zugenommen.,0
2044,3967," Das klappt schon ganz gut, dass ich nicht jeden Tag so eine Dose auf einmal esse.",1
1607,2970," Mir wurde wirklich Angst, als ich mir überlegte, ob ich mit einem Pedelec klarkommen würde so ohne Training.",0
895,2318,"  Ich denke mein Zweifeln kommt primär daher, dass ich schon ein mal auf konservativem Wege ~45kg abgenommen habe und ich deswegen weiß dass es theoretisch geht.",0
2446,3998, Zählen werde ich weiterhin mit FDDB und einer WW ähnlichen App.,2
7332,3544,"Es ist ein Problem, dass ich nicht nein sagen kann, wenn es Eis in der Gegend gibt.",0
4538,1254,"Was das Böse jeden Monat betrifft, so hatte ich nichts auf dem Hut, aber ich betrete es, wenn ich den Freitag wäge.",0
8509,529,"Er hockt neben einem und isst Schokolade kontinuierlich, während er fragt, ob Sie auch wollen.",0
9235,821,TVs finden Sie unter der Woche 3-4 Tage ab sofort.,0
7882,4637,"Je mehr Wege im Alltag sind tatsächlich in meinem Leben gehalten, weil ich viel fitter, ein paar Kilo leichter, und haben einen hohen Verbrauch.",1
590,1207," Ganz einfach- irgendwann wurden mir die Menge zu viel, denn ich brauchte noch ein paar Kilo`s um das zu reduzieren.",0
7206,3905,Ich werde ins Dorf laufen und vielleicht wieder zurück.,2
9405,1633,Dieser Gedanke ist nicht mehr beängstigend.,0
4507,1333,Ich bleibe gerne im Bmi 33.,0
9320,1244,Ich bin immer noch viel umgezogen.,1
1220,288,"  Ich habe schon mit meinem Psychologen gesprochen, daß ich die eigentlich gerade beendete Verh-Therapie doch noch verlängern sollten, mit dem Schwerpunkt auf das Eßverhalten.",1
9563,2965,Ich hatte eine Meinung dazu.,0
6945,1482,Ich nahm den Rest und gab ihn mir selbst.,1
785,3717, Kleinere Strecken mache ich zu Fuß...,1
3476,3032,   Damit ist ab heute Schluss!,2
1768,812,"ich will einfach nebenbei drei-fünfmal am tag kleine gesunde mengen essen,und pasta.....",0
3076,2774," Emotionaler Kopfhunger ist unerträglich, macht mich wahnsinnig vor Sucht.",0
4517,4550,Ich war früher in der Nähe der UHU und jetzt sind es 5 Pfund mehr.,0
6837,3977,Ich gebe die Akte an andere weiter.,2
8552,3509,"Ist es alt, chronisch krank und fett?",0
5940,1473,Es ist leicht für mich.,0
2636,93," Das mit den Belohnungen werde ich auch einführen, aber halt bei den 10er schritten, (hab mir nämlich eigentlich einen 5kg Plan ausgedacht) und beim Uhu wirds auch was schönes werden.",2
4233,4349,"Ich kann es jetzt nicht ändern, ich muss in Zukunft viele verschiedene Dinge tun.",0
5025,125,"Ich glaube nicht, dass du es mitten im Sommer gut gemacht hättest, ich beginne einen neuen Versuch.",0
6367,1273,"Ich freue mich für meine Operation, denn ich kann jetzt nicht Sport treiben und nur zu Hause sitzen, also sündige ich immer wieder, und zum Glück vermehre ich mich immer noch nicht.",1
8224,4472,Ich fühle mich nach der Pause nicht gut.,0
4494,364,"Als ich mit der für mich geschaffenen Futterpalme begann, war ich 1,58 m groß.",1
2759,3750,  Ansonsten folge ich der Buch-Empfehlung von      Bei mir sind 75kg weg ohne OP.,1
6575,2968,Ich hole ihn morgen ab.,2
4627,4434,Ich bin nicht sauer auf meine Entscheidung.,0
8056,4292,"Es würde mich zum ersten Mal genügen, wenn ich weniger Gewicht hätte.",0
4855,2927,Auch der gesamte Stillstand wird angekündigt.,0
1459,3641,"  Habe mir nochmal mein Ernährungstagebuch der letzten Wochen angesehen und es ist tatsächlich so, dass ich jeden Tag super im Limit mit allem gewesen wäre, wenn ich den Süßkram nicht am Start gehabt hätte.",1
8239,1247,"Tzja kann mein Gewicht nehmen, das noch benötigt wird, um in einen Angriff zu geraten.",0
2800,732,Am Mittwoch gehe ich zum ersten Mal zur ERnährungsberatung ins KH Leverkusen.,2
899,3022, Die Silhouette hat sich schon toll verändert.,0
7201,2680,"Normalerweise esse ich weniger, wenn ich gestresst bin.",0
3981,4165,"Ich weiß, wie man es macht und ich kann es.",0
3385,3369," Und heute habe ich überlegt, ob ich mir nicht eine Jacke einfach eine Nummer größer kaufen soll.",0
1161,4475, Aber ich mache weiter.,2
4327,3563,"Sie können immer im Hinterkopf behalten, dass Sie ""alles"" am Tag des Betrugs dürfen.",0
9234,2241,"All das Wissen, das ich im Laufe der Jahre erworben habe, macht mich bewusst, sammelt Wissen über mich und handelt mit mir und der Lebensmittelindustrie.",1
4657,1894,"Ich verließ sofort die Route Zehlendorf - Kpenick, weil ich mit meinen Ergebnissen so zufrieden war.",1
7774,315,"Du isst wieder, wenn du einen Schicksalsschlag hast.",0
4600,2816,Das Gewicht ist nicht anders.,0
6842,2718,"Es gibt Bewegung, die du machst.",0
9621,4691,_______________________________,0
8378,358,Wenn es eine andere Karotte sein muss.,1
1698,4706,  Gerade in so Leerlaufzeiten ist es total schwer!,0
8187,737,"Ich balanciere es den ganzen Tag mit Essen, wegen des Drucks, den ich am Donnerstag ausgeübt habe.",1
2261,3838," Denn selbst wenn man herausfindet, dass man Essen zb als Belohnung einsetzt, lässt man es nicht deswegen gleich bleiben.",0
6349,4685,"Abhängig von der Mahlzeit, die ich trage, wäge ich mein Mittagessen nicht ab.",1
3041,3725," Ich habe viele Diäten, Programme und so weiter bereits hinter mir, weswegen ich für mich entschieden habe, dass eine OP der letzte Ausweg ist.",0
7701,3285,Mindestens eine halbe Stunde ist das Minimum.,1
6078,3133,Das ist nicht einfach!,0
9572,2209,Ich habe mein Vertrauen in mich verloren.,0
7023,2856,Ich kann nur sehr hart laufen und die Treppe hier oben ist torturös.,0
8014,3620,"Was die anderen nicht sehen, ist, was ich denke.",0
9446,2630,Ich hatte mich schon lange belogen.,1
4146,4530,Ich bleibe am Ball und probiere neue Dinge aus.,2
6174,1142,"Ich wollte eine Soße für die Arbeit von morgen machen, aber ich habe mich dagegen entschieden.",1
9703,4570,"Ich versuche, es herauszufinden.",1
6595,2293,Wir essen nur einmal in einer Weile und wir haben nicht sehr fettige Lebensmittel.,1
8369,1217,"Ich habe kein Sättigungsgefühl mehr, ich habe keine Kontrolle mehr, und die Reihe ist das Einzige, was zählt.",1
2870,3317,"  Im Moment versuche ich, etwas an meiner Ernährung zu ändern.",1
5571,3671,"Ich habe die nächste Etappe erreicht, und ich bin unter 75 Pfund.",0
6638,1133,"Ich entschied mich gegen die Operation, weil ich Angst hatte.",0
193,3614, Ein langfristiges Ziel habe ich.,0
2211,4077," entweder habe ich morgen Durchfall von dem Gefresse das Wochenende über (hatte ich heute schon über den Tag verteilt) und/oder ich kann morgen nicht gehen, weil ich mit Schmerzen (Rücken, Unterleib, Durchfall) dank erstem Tag der Mens flach liege..",0
1892,1217,"Habe wieder kein sättigungsgefühl,esse unkontrolliert,alles außer der Reihe.",1
6737,1363,"Ich muss auf mich selbst aufpassen, um das Gewicht loszuwerden.",0
8118,1207,"Irgendwann wurde die Menge zu viel für mich, weil ich ein paar Kilo brauchte, um das zu reduzieren.",0
8451,4008,"Wenn ich das Gefühl habe, dass ich etwas aufgeben muss, ist die Ernährung vorbei.",0
9726,2240,"Ich habe meine Ernährung Karriere hinter mir gelassen und habe nur eine Skala am Anfang des Projekts, die eine gute Voraussetzung ist.",1
6312,3270,Ich möchte weiterhin mein Gewicht zu verlieren und stärken die Lebensmittel in naher Zukunft.,0
3994,2860,Damit werde ich nicht streiten.,1
2807,358, wenn es sein Muss noch eine Karotte mit Dip...,1
9392,525,Mein Mann ist nicht ernst mit mir und meinem Essen.,0
2480,1096,"  Für mehr Bewegung kombiniere ich das Einkaufen das aufgrund beabsichtigter kleiner Vorratshaltung fast täglich stattfindet mit dem Fussweg, ich steige 3 Stationen vorher aus gehe einkaufen und laufe die 3 Staionen zu mir nach Hause dann mit dem Zusatzgewicht des Einkaufs.",1
9475,1209,Vielleicht sollte ich mit ein paar anfangen.,0
8840,3448,Gesundheit und Zufriedenheit sind die wichtigsten Faktoren.,0
8175,2934,"Es ist nicht die Person, die es mitbringt.",0
4841,3994,"Ich werde 2000 kcal der Nachfrage pro Tag verwenden, um meinen Rückgang pro Woche zu berechnen.",2
4727,4208,Das Gewicht nimmt zu.,0
3552,3098,"  Hallo,  ich kann dir sagen, dass man auf jeden Fall seine Esssucht besiegen kann, wenn man nur wirklich will!",0
9209,3578,"Ich habe in den letzten 2,5 Jahren 15 Pfund gewonnen, weil ich in die alte Verhaltensstruktur gefallen bin.",1
6479,3144,"Ich ende am selben Ort, wenn es nichts gibt.",0
3475,3053,"  Nun bin ich 54, habe Diabetes, hohen Blutdruck, starke Arthrose in beiden Knieen und Hüften, die aufgrund meiner starken Schmerzen ersetzt werden müssten.",0
4639,1080,"Ich bekomme einen doppelten Teil der Belohnung, weil ich etwas Übung gemacht habe.",1
9745,2499,Ich will nicht mehr viel.,0
2721,1185,"  Auf diese Weise habe ich mein Gewicht immer im Blick, und kann mein Verhalten schnell anpassen, ausserdem hat mein Körper immer was anderes zu tun und bleibt aktiv.",0
6642,3141,"Ich las über metabolisches Syndrom, Diabetes und einige andere Krankheiten, die ich bekommen konnte, wenn ich fettleibig war.",0
3428,2555,  Schritt Nr2 war abnehmen ....,0
1342,4567,"  Bis jetzt geht es ganz gut mit dem Intervallfasten (5/2), welches ich heute begonnen habe.",1
5841,1034,"In den letzten fünf Monaten habe ich meine Ernährung komplett geändert, und ich habe mehr als 30 Pfund verloren.",1
6584,72,"Die meisten von ihnen wissen, was ich kann und kann nicht essen, ohne Gewicht zu gewinnen hier.",0
5791,650,Ich lebe seit etwa 2 Wochen nach Kriegsende ohne Nahrung.,1
5950,3210,Ich würde gerne den Auflauf vor mir essen.,0
2492,1088,beim wöchentlichen wiegen :) ich bin endlich ein UHU ......,0
1274,4377," Und da konnte ich zum ersten Mal nach 2/3 sagen, dass ich genug habe und den Rest halt stehen lassen möchte (Tellerservice, also nicht selber geschöpft).",1
8311,2484,"Ich weiß nicht, wie man Essen teilt.",0
5453,2891,"Wenn es nicht funktioniert, kann ich immer noch operiert werden, wenn es mir nicht gefällt.",2
930,97,"Das ist mein letzter weg , wo ich mir sagte, falls das auch nicht funktioniert, halt eine Op unausweichlich ist.",2
3577,1016," Ich musste fast 50 Jahre werden um erkennen zu können, dass ich es alleine nicht schaffe.",0
121,497,"  was besseres als Ernährungs-Umstellung fiel mir nicht ein   zu erst funktionierte es ganz gut,...",1
9500,363,Es ist nicht leicht zu verstehen.,0
2629,2161," Ich werde mal darauf achten, wenn ich mal wieder so einen Tag erwische, dass ich mir Essen gönne...",2
9140,4455,"Zu Beginn des Monats waren es noch mehr als 100 lbs., aber Anfang Januar waren es über 100 lbs.",0
8715,4403,Die Ziele sind derzeit realisierbar.,0
2681,2929, Also mich habe die ersten 6 Monate fast 30 kg abgenommen und leider seit dem NICHTS MEHR     Ich habe mit 107 angefangen und vielleicht bleibe ich jetzt so zwischen 77-79.,1
8136,4537,Die häufigsten Fehler werden auch in den Videos diskutiert.,1
7085,712,Ich behalte meine Kalorien.,1
7295,2581,"Ich hatte immer ein Tuch dabei, weil es sehr unangenehm ist, wenn ich schwitze.",0
2588,1918," lebensjahr machte ich aktiv sport und erst seit diesen jahr eben nicht, doch ich höre auf den schmerz und da es schlimmer anstatt besser wurde nach meinen ersten 2 örthopäden ratschlägen hörte ich dann im januar auch das schwimmen auf.",0
2026,341," Meine Hüfte schmerzt seit ca 3 Wochen nicht mehr, wenn ich auf der rechten Seite schlafe.",0
3744,1658,"  Ich durfte in den letzten Tagen feststellen,das ich das Essen nicht mehr brauche um psychisch sehr anstrengende Sachen zu meistern.",0
3621,1683," kein Thema mehr,der druck ist in dem Moment von mir abgefallen,wo ich sie im Arm hatte.",0
9644,2904,Du darfst nicht aufwendig kochen.,0
3623,3193,gesunder Rücken und Cross fit box  Bin voll motiviert    @ Margarita .....,2
