,index,Sentence,labels
1238,3436, Ich will mich wieder spüren...,0
2120,1474," es war ganz leicht,gestern abend.",0
654,3484," Ich koche immer frisch (natürlich habe ich dazu auch die Zeit) und wähle die Zutaten gut aus (viel frisches Gemüse, mageres Fleisch oder Fisch, Salate, wenig Beilagen.",1
1773,4179," Sie kann mir wirklich aufzeigen, wo versteckten Zucker drin steckt und ich gerade bei Früchten aufpassen muss.",0
4372,3192,Für die Scale Shows sind heute zwei Stunden Sport geplant.,2
2280,4719,  Ja was hat eigentlich gut funktioniert ich habe es einfach geschafft wirklich meine Mahlzeiten einzuhalten.,1
2598,4582,"  Jetzt heisst es natürlich erstmal das ""neue"" Gewicht halten und dann weiter daran arbeiten, dass es runter geht.",2
3199,483,"dass man abgenommen hat, Wahnsinn, wenn man bedenkt, dass es doch nie so weit hätte kommen müssen, und das es Zeiten gab, wo  die 120 Kilos eher Grund für ne Depression gewesen wäre, als Freude...",0
3776,3408," Und das ist eben die Quittung dafür, dass ich mich jahrelang habe gehen lasse.",0
4856,1112,"Ich glaube nicht, dass du das schaffst.",0
2756,3444," Das lese ich ja hier, dass die Operierten da auch viele Probleme haben.",0
1786,3000, Ich habe alles gegessen und im Computer analysiert.,1
2405,4682," Naja, und das Wiegen der Zutaten nervt mich auch.",0
1812,2078," ich habe mittlerweile eher das Gefühl das mein Körper jede Form von Energie / Nahrung speichert die ich ihm zuviel liefere, für schlechte Zeiten oder was auch immer..",0
4987,3867,"Versuchen Sie nicht, zu viel zu konsumieren.",2
5554,2860,Damit werde ich nicht streiten.,1
3363,1627,   Bald hab ich die 20 kg marke geknackt...,0
247,535, Da wurde bei mir Diabetes festgestellt und mir ging es körperlich sehr schlecht.,0
4935,3971,So kommt man dorthin.,0
4818,1160,"Wenn ich operiert werde, was kann ich tun, um nicht zum Abendessen zu gehen?",0
1141,2687,ich finde mehr Argumente gegen eine EB und Therapie...,0
3842,620,"Wenn ich so stille Dinge schreiben kann, die ich nicht hören kann, dann halte mich fest.",2
2393,34, Meine Gelenke schmerzen zu sehr bei läuferischen Aktivitäten.,0
3414,3509," Aber alt, chronisch Krank  und dick (und arm)?",0
2486,4710, Und vielleicht macht es dann mal wieder klick........,0
5175,2958,Ich bin nicht zufrieden mit der Struktur meiner Brust.,0
3431,3181,  Und weiter geht es...,2
4534,941,"Ich mag das, was ich in dir sehe.",0
231,3368,so weit bin ich noch nicht.,0
2738,1615,"  Hallo ihr lieben,  gestern hatte ich beim Grillmaster ein halbes Hähnchen mit Pommes und Zaziki...",1
1826,13,"  Leider habe ich jetzt, zwei jahre danach das alte gewicht längst wieder ereicht bzw noch gesteigert.",1
2930,4067,"  Wollte dann heute Fasten, aber ich bin aus dem Bett gehüpft, kurz zum Pinkeln aufs Klo und ohne Nachzudenken, habe ich die 300g Tafel von Milka schon mal zur Hälfte inhaliert ().",1
1785,4192,"  So mache ich ganz brav jeden Tag meine Übungen zu Hause, auch was den Fuss betrifft.",1
4160,656,"Es ist schwierig, nicht wahr?",0
4465,2154,Ich drehte meinen Kopf zurück.,1
522,670,Und treibe alle 2 Tage Sport..,1
2546,1552, Ich versuche zu kompensieren.,0
5051,743,Ich gehe ohne Opiat.,1
4908,2880,Ich bin sehr...,0
1702,1242,"  Ich bin mal in mich gegangen, und es mag sein das du absolut recht hast das ein bestimmtes Maß an Bereitschaft noch fehlt, oder einfach das Fass noch nicht übergelaufen iss.",0
1293,4618,"  Ich reagiere absolut allergisch auf Verhaltensvorschriften, selbst dann, wenn mir der reine Verstand sagt, dass es vernünftig wäre.",0
3826,3038,Ich habe mich um vieles gekümmert.,1
4510,1291,"Zuerst war es anstrengender, weil es keine Bedingung gab.",1
2207,2549," Wir wissen doch alle, wie gute Ernährung und vernünftiges Essverhalten aussieht aber kaum jemand schafft es einfach so, das auch so durchzuhalten.",0
3297,2140," ich habe sehr zeitig ein sättigungsgefühl, bei einigen lebensmitteln nach 3-5 bissen.",0
879,4675,"  Und quälen tue ich mich auch nicht mehr, schon gar nicht mit Diäten, die ja doch nichts bringen, ausser den Jojo-Effekt.",0
3869,3357,Es ist nichts falsch.,0
668,3765," Deshalb habe ich ein bisschen schon die Befürchtung, dass das viel Theoretisiererei ist, und am Ende in der Praxis doch nichts davon funktioniert.",0
2640,3423, Süßes mochte ich glücklicherweise noch nie.,0
831,1678, Und da will ich ja schließlich hin....,0
3334,3337, denn ohne OP hätte ich das nicht geschafft in dieser Zeit.,0
3401,3037," Das vereinfacht es meiner Meinung nach sehr, weil mich keine Kalorien interessieren.",0
3731,1307,"   Und das ist haltd er Punkt vor dem ich steh es gibt so viele Angebote/möglichkeiten, aber ich weiß nich wo/wie ich anfangen soll, desegen hab cihe infach mal die im ersten Posting drei benannten Sachen in den Raum gestellt.",0
889,2848," Dort haben sie auch eine Finnbahn, die ich als Studentin kostenlos nutzen kann.",0
4264,1662,Ich habe getrunken und viel durchgemacht.,1
989,3980," Alles zu Fuss - könnte den Bus nehmen für eine Station, aber das  kann ich auch sehr gut mit dem Rollator laufen.",2
803,249," Aber ich möchte gerne für mich etwas tun, da es mit dem laufen aber noch nicht so klappt wir aber eine kleine Schwimmhalle in der Nähe haben dachte ich das das Schwimmen doch ganz gut ist.",0
3986,610,Ich will wegen etwas nicht abhauen.,0
4342,461,Ich gehe auf eine unkonventionelle Art und Weise.,1
1452,4313, Für jedes Kilo lege ich einen goldenen Dekostein in das rechte Glas.,2
17,1935,  und was hat nicht alles in dem speck gesteckt    liebe grüße ute,0
4220,1103,"Danke, ich muss bald müde werden.",2
1969,1197, auch wenn es immer noch verbesserungsfähig ist..,0
1719,4260,  Muss meine Ernährungsform nochmals überprüfen.,0
4086,2115,Es war früher eine Menge.,0
2214,4663," Das klingt viel, aber sollte doch eigentlich machbar sein, zumal ich mir Zeit dafür lassen kann.",0
870,1912," dies war auch der grund warum ich zu einer kur nie wollte, da die leute in der kurzeit zwar abnahmen, es als erholung toll fanden, doch nach nichtmal 12 monaten wesentlich mehr wieder wogen.",0
3324,408, Fressattack...,1
542,1115,  Ich mache das Experiment!,2
5212,1704,Das Ergebnis war ein Anfall.,1
1509,4572, 5/2 geht gar nicht.,0
711,1819," das ist der schutz,aber man wird dadurch auch zum zombie.",0
2227,3532,"  Ich glaube ich bin ein langsam Abnehmer , aber das ist ok, Hauptsache es geht !",0
4019,4219,"Das ist es, was ich jetzt tue.",1
3743,4165," Ich weiß theoretisch wie es geht und ich weiß, dass ich es theoretisch schaffen kann..",0
680,608, Denn ich will ja nicht mehr zunehmen.,0
5703,2139,Ich bin seit der Operation in guter Verfassung.,0
1665,3499, Ein festes Ziel vor Augen.,0
4528,1251,"Ich muss mich hin und wieder hinnehmen, um zu Unrecht zu exekutieren...",1
4646,3404,Ich bin oft eifersüchtig auf meine Freunde.,0
2252,3076,"  Nur dummerweise kann der Ess-Süchtige halt nicht komplett mit dem Essen aufhören, anders als der Raucher und all die anderen mit ihrer Sucht.",0
2047,2038,"  es ist ein komisches gefühl,wenn man immer weniger wird und gar nichts groß dafür tun muß,wenn der rest vom leben so turbolent verläuft,das man selbst das essen vergisst und abends feststellt,mein gott du hast noch nix gegessen,dann hat man die eßstörung wohl soweit hinter sich gelassen.",0
2191,1234," Ich hoffe bis zu meinem Geburtstag, dieses Jahr noch die 140 geknackt zu haben.",0
37,4380,"  So habe ich das Kilo für den Monat Januar bereits erreicht, jetzt heisst es, das Gewicht so zu halten.",0
1645,24," Nachdem ich letzte Woche in der SHG BG war, hab ich irgendwie keine klare Meinung mehr zum Magenband.",1
3509,1961, im moment sind andere dinge wichtiger.,0
549,1059, Sie hat es einfach verdient eine gesunde Mama zu haben.,0
4379,1582,Ich weiß nicht.,0
3153,3964," Und mich nicht nur von Brot mit Honig oder Apfelmus ernähren (ich weiss, dass ist extrem einseitig und das möchte ich auch ändern).",0
2055,906," Ich habe an mir festgestellt,  wenn ich Gelüste auf Süßes habe, sollte ich auch Süßes essen.",0
28,1742,und das geht nicht..,0
968,2922,  Heute drucke ich mir die neuen Rezepte aus und besorge noch die notwendigen Lebensmittel dafür.,2
2159,3607," Ich bin so glücklich, dass ich mich zur OP entschlossen habe ..",0
2461,557," Ich Liebe Fischstäbchen, doch die bereite ich nur noch im Backofen zu.",1
2605,3819, Das war wohl wie eine sich selbst erfüllende Prophezeiung.,0
2446,3998, Zählen werde ich weiterhin mit FDDB und einer WW ähnlichen App.,2
1267,941,"  Was ich bei euch so sehe, das spornt mich echt an.",0
5403,28,Zeig mir meinen KrePr.,0
3477,2388," Ich denke, mit der OP eine gute Entscheidung getroffen zu haben und habe ein gutes Bauchgefühl (von Bauch ist ja reichlich vorhanden).",0
5383,3186,Ich kann nur ein paar Kilo abnehmen.,0
2375,2497," Genuß hängt nicht von der Menge ab, sondern von der Zufriedenheit, wenn man es geschluckt hat.",0
4420,1857,Da ist etwas auf der Skala.,0
4517,376,"Es war nicht leicht, ins Land zu kommen.",1
3299,2109, Mein Gewicht zu halten is weniger schwer als ich dachte (klar ein Jahr ist noch nicht so wahnsinng lang) Ich denke ich habe mich an meine neue Einkaufsliste und an mein Essverhalten gewöhnt.,0
5475,3854,Das ist das Einfachste für mich.,0
2569,3065, Ich habe es mir auch gerne mit einem üppigen Mahl gemütlich gemacht.,1
3990,2689,"Ich kann mich nicht erinnern, was ich mir selbst gegeben habe.",0
5526,1945,"Glaubst du, du kannst das?",0
5719,242,"Dies ist eine Methode der ""Vernichtung"" in der Zwischenzeit.",1
3624,649," Du weißt ja, ich bin die ""Umgebaute"" die trotz bypass nix abnimmt!",0
3587,264," Und die Kraft die ich habe, brauche ich eigentlich für meine Aufgaben in Haus und Familie.",0
4119,3660,Ich habe mich für den Kurs angemeldet.,1
3256,63,       man merkt das die lebenseinstellung immer mehr wächst bis du dünner bist.,0
4772,253,"Es ist eine gute Idee, morgens etwas zu schütteln.",1
1493,2203, Seit drei Tagen veranstalte ich nun regelrechte Gelage.,1
39,1911," also sorry, auf kur war ich nie, denn die leute die ich kenne waren alle auf kur und das nicht nur einmal und alle, wirklich alle nahmen nach einer kur wieder zu, da zu hause der alltag ist und auf kur nur die kur, kein job, kein partner, kein kind oder sonstiges dazwischen steht.",0
1801,2722,ich hab über Ernährung erstmal alles gelernt..,1
4943,3971,Das ist der richtige Weg.,0
3906,1780,Ich bevorzuge ein kleineres Land.,0
2625,3388,und das ist gut so ,0
5086,2709,Ich mag das Training überhaupt nicht.,0
5523,1945,"Hast du nicht das Gefühl, dass du es kannst?",0
327,2338, ein bisschen viel fitter bin ich auch geworden :)  Soviel zu all den positiven Dingen....,0
4434,1521,Geh nicht weg.,2
4377,3192,Die heutigen Scale-Shows sind 2 Stunden.,2
1119,3094," Die Ernährung hat sich verbessert, ganz klar aber mein Essverhalten wird immer ein Problem bleiben, an dem ich immer arbeiten muss.",0
3080,3145," Bis jetzt habe ich mich erfolgreich davor gedrückt, meinen Körper so wahr zu nehmen, wie er ist.",1
427,2921, Es wird erstmal eine große Umstellung mit der Kocherei sein.,0
5234,1069,Du kannst dich konzentrieren.,0
450,3126," Das möchte ich ums Verrecken nicht mehr missen, ehrlich nicht.",0
5414,102,"Ich mag es, einen neuen bei hm zu haben.",0
5535,2403,Ich war mit jemandem unterwegs.,0
4461,1545,Wird es alles sein?,0
5228,1069,Du kannst dich auf etwas konzentrieren.,0
894,2842,"  Bei mir muss alles stimmen, damit ich abnehmen kann.",0
1068,1286,   Das habe ich radikal geändert.,1
996,1210," Wie zb das ich mir vor dem Sport Gedanken mache, was ich danach noch zu mir nehme falls ich totalen Hunger habe (und mir den Sport nicht wieder kaputt macht).",2
568,2185," Also ich war schon sehr nah dran, nur das halten ist das Problem!",0
5530,1011,Ich habe kein Wort.,0
4176,1921,"Ich kann niemandem gratulieren, der das tut.",0
5449,4566,Es gibt keine Erhöhung mehr.,0
3226,2580," Früher fühlte ich mich besser, war agiler und daher zufriedener.",0
5337,2525,Es wird schwer werden.,0
4592,1737,Es war interessant.,0
5536,2403,Der Bösewicht war bei mir.,0
6,2315, Habe außer stark beanspruchten Knien noch keine Begleiterkrankungen.,0
5102,2739,Es gibt immer noch Bewegung damit.,1
3437,934,"noch 400 Gramm und ich habe die 110 kg Grenze geknackt, was so viel heisst, dass dann ""nur"" noch 10 Kilos weg müssen um bei 100 zu sein..",0
3584,1730," Jetzt habe ich das Gefühl den Schweinehund für dieses Mal wieder besiegt zu haben, und bin mir gewiss, dass er auch mal wieder stärker wird.",0
4752,4355,Eine kleine Puppe oder ein Schnitt.,1
3033,1198,"  aber ich beobachte sehr genau, wann etwas nicht stimmt..",1
3943,3200,"Um zu warten, das ist alles.",0
3829,3038,Ich habe eine Menge Sachen geschleppt.,1
3469,1584,  Ich habe jetzt seid fast vier Monaten meine Ernährung umgestellt und es geht mir super damit.,1
2642,1653,"  Und was noch ist,mein Gewicht hat lange nicht mehr die Bedeutung, die es mal hatte.",0
2805,1981,"  Hab mir vorgenommen in den Ferien den Uhu zu knacken,ob das realistisch ist?",2
5262,3481,Es ist wirklich gut.,0
4424,183,Ich muss nicht so viel suchen.,0
5431,3699,Ich werde dem Autor etwas zurückschicken.,0
2161,3047,"  Ich WEIß, wie eine gesunde Ernährung zum Abnehmen und bei Diabetes aussieht.",0
723,3422," Viel Gemüse, viel Quark und trinke viel Wasser.",1
1582,4698, Ich habe die Woche bin ich der Meinung mal einigermaßen vernüftig gegessen.,1
364,442, Ein Kilo sind diese Woche weniger und das hat mir gefehlt um jetzt meine Socken ohne Verrenkungen anziehen zu können.,0
3273,3392," Es geht langsam, aber es wird.",0
4765,4355,Es gibt sogar eine kleine Puppe oder einen Schnitt.,1
5043,2268,"Ich wollte wissen, wie du das gemacht hast.",0
5507,1562,Ich wog alles und kam hinein.,1
5509,1132,War im Krankenhaus für Bewertungen.,1
79,559, Kein Wunder wenn ich es absichtlich bei gerade mal 80 Grad backe.,1
855,662, :( :( :( Fühle mich zwar wieder ein bißchen wie ein Versager weil ich es eigentlich anders geplant habe aber ich hätte es wissen müssen    Habe es ja schon soooo oft probiert und bin immer gescheitert.,0
2603,3430, Meiner Meinung nach zu viel.,0
5406,28,Du kannst mir meinen Krepr zeigen.,0
458,1942, Nun habe ich mir wieder ein Buch geholt wo ich alles reinschreibe.,1
3777,1475,"  Und dann hab ich mir gesagt,ok du ißt jetzt Nudelsalat und ne Frikadelle,ABER du wirst aufhören sobald du satt bist und danach werde ich keine Suche starten nach noch mehr...",1
3403,348,"  und auch wenn ich noch nicht genug abgenommen habe, aber die 2 Kilos in den letzten zwei Woches haben aus mir eine Hengstin gemacht, ich habe nur noch gute Laune, ich esse noch bewusster, ich freue mich , dass es mir langsam so gut geht, keine Schmerzen beim viel Laufen, etc  natürlich gibt es auch Frust-Momente, so meine Jeans die mir vor 5 Monaten schon zwickte, zog sie heute an und hoffte geheim vielleicht schlabbert die schon, aber nichts da...",0
1540,4101," Klar hatte ich seither Appetit, oder war hungrig, aber nach dem essen war es einfach gut.",0
3151,3632,"  Bilanz: fast 4 kg weniger, enorme Power und ein sehr entspanntes Körpergefühl.",0
2366,2264, Deswegen wäre ich auch nie zu den Weight Watchers gegangen.,0
5425,102,"Es ist schön, einen neuen in Hm zu haben.",0
1859,585,   Dann bin ich sogar noch 20 Minuten auf meinem Hometrainer geradelt.,1
5296,3111,Das meine ich damit.,0
1796,1642, 48cm insgesamt   Fühl mich auch viel besser als noch vor 4 Monaten.,0
3551,2577," Ich zähle keine Kalorien, schaue aber das ich wenig Kohlenhydrate esse, derzeit morgens 2 Scheiben Vollkornbrot mit Marmelade, mittags irgendwas aber nur kleine Portion...",1
406,4709, Vielleicht wird mir dann wieder klarer was ich eigentlich alles Esse.,0
4948,3971,Das ist der Weg dorthin.,0
1841,4043, So wird es heute zum Mittagessen ein Pouletschnitzen und viel Salat dazu geben.,2
2533,2618," Es ist wirklich einfach, weil ich keinen Hunger und keine Freßattaken habe.",0
1611,3537,"      Auch heute bin ich wieder an einem Punkt, wo ich einfach alles essen könnte… Ein Sättigungsgefühl habe ich so gut wie gar nicht….",0
3639,26," Mal gucken, über die Weihnachtstage werde ich mich konsequent aus dem I-Net ausklinken und mal versuchen, in Ruhe meinen Kopf zu sortieren.",2
5578,408,Es gab einen Angriff von...,1
3604,3267,  Ich werde weiter machen mit meiner Ernährungsumstellung und irgendwann ist das auch Alltag für mich.,2
3106,2357, Ich möchte auch noch 10 kg abnehmen und gebe mir bis Ende des Jahres damit Zeit.,2
2036,2558,  Am Mittwoch den xx/xx/ hatte ich eine Fitnesstest in meinem Fitnesscenter.,1
815,4225," Süssgetränke, obwohl zero, eher meiden und auch auf kühlen selbstgemachten Tee oder mein geliebtes Zitronenwasser umsteigen.",2
1132,223, Warum kann ich mich nicht beherrschen?,0
4561,1765,"Vielleicht, weil ich eine totale Chance bin.",0
1256,1440," Deswegen gibt es halt so viele Dicke, wenn das abnehmen so leicht wäre wie das zunehmen wäre alles anders...",0
4902,1401,Ich tue mir das an.,0
5771,1805,"Und dann essen, wie Sie wollen.",0
4247,3387,Und es zeigt auf etwas.,0
1798,3061,"Knie kaputt,extremes Schnarchen,weite Strecken gehen nicht möglich.",0
2798,4044, Ohne Kohlenhydrate - die lasse ich jetzt mal weg.,2
3083,1395,Ich muß es nur TUN.,0
5335,2525,Es wird sehr schwer werden.,0
2991,1238,  Der Trick mit dem operiert sein im Kopf iss mal ne neue Idee werde ich mal ausprobieren (ich weiss nicht versuchen machen  :zwinkert:)  vielen Dank für deinen Beitrag und die neue Idee  LG Brandon,2
1510,522,"  Alles in allem bin ich total glücklich, daß es bisher so gut geklappt hat.",0
2368,2271,  Nun brauche ich euren rat ich möchte von mein gewicht runter aber ohne operation.,0
4338,461,"Ich starte auf ""konventionelle"" Weise.",1
1869,205, Ich war total brotsüchtig und hab dann Anfangs auf Vollkornbrot gewechselt.,1
49,994," Ob und wie lange ich das durchhalte, kann ich nicht sagen, jedoch wünsche ich mir, dass ich es schaffe.",0
3951,4145,Das macht mir nichts aus.,0
1140,1775," seid nunmehr fast zwei wochen lebe ich so,wie ich es immer wollte.",0
1131,1153,"habe ich trotzdem ein ganz anderes, viel besseres Lebensgefühl als vor 19 Monaten...",0
208,3434," Ist aber gar nicht schlimm, denn ich muss mich nun mit jahrelang unterdrückten Gefühlen, Wünschen und Bedürfnissen beschäftigen.",0
4397,1582,"Ich weiß nicht, was das ist.",0
653,3837, Es ist halt auch nicht einfach.,0
5156,2306,Mir läuft die Zeit davon.,0
3014,1321,"  :hallo:Danke euch allen für eure Meinung,es ist viel richtiges dabei, aber das größte Problem ist glaube ich auch das man gegen die Sucht nicht ankommt.",0
5104,4151,"Das Problem besteht nicht darin, daß ich bis heute ein Entschließungsprotokoll vorlegen kann.",1
754,2496," Der Genuß von 2 Gabeln feinen Nudeln mit einer Garnele ist einfach tausendmal besser, als zwei Teller von irgendwas in mich reinzuschaufeln, nur damit ich satt bin.",0
1244,2328," Mein BMI ist von 55,5 auf 45,3 gesunken.....",0
3405,750," Esse ich Fertignahrung oder trinke süsse Getränke, kommen sofort die Gelüste nach irgendeinem Mist.",0
4296,2857,Irgendetwas stimmt mit mir nicht.,0
2467,3700,"  Nachdem ich im Krankenhaus in 2 Wochen 1,4 Kilo zugenommen hatte , konnte ich diese Woche diese mit viel viel Bewegung und Eiweissreicher Ernährung wieder abnehmen plus sogar noch ein weiteres Kilo   macht in der Summe 2,4 kg ...",0
1569,3091," Manchmal lasse ich es bewusst zu und nehme eben in Kauf, dass ich nicht weiter abnehme.",1
3912,1780,Ich bevorzuge eine kleinere Bevölkerung.,0
83,1104,"  Nun in den zwei Wochen habe ich trotz einfach nur rumliegen 15 kilo abgenommen gehabt, trotz des zugeschobenen Nachtisches.",0
1952,3138," Bei manchen folgen noch mehrere OP`s, um wieder abzunehmen.",0
4850,865,Du lässt etwas Wunderbares zurück.,0
4005,3336,"Es ist wirklich wichtig, mit dir vor Gericht zu gehen.",0
1075,3117,"   Aber ich muss und werde das jetzt mal endlich angehen, denn sonst fresse ich mich wirklich buchstäblich zu Tode :(.",0
311,2079," Als wenn der Körper die Vergangenheit vermisst, und wieder dorthin zurück will - ich aber nicht!",0
5410,28,Du könntest es mir mit meinem Krepr zeigen.,0
5779,1805,Und dann essen Sie trotzdem.,0
2180,2523, Und wieder selbstständig Auto fahren!,0
2010,3584,"  Ich weiß nicht warum, aber diese Woche - 1,9 kg    Damit habe ich die 90 geknackt und ich fühle mich einfach klasse damit   Seid gestern Abend trage ich meinen Trauring wieder - weil er wieder passt !!!",0
4615,4098,888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884-8888888-88888-88888-88888-88888-88888-888-888-8884-34984 888-349-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-888-8-888-888-888-888-888-888-888-888-888-8-8-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-84-3498-3-498-888-8-8-3-498-3-498-88-3498-8-8-8-8-3-498-3-498-8-88-3498-88-3498-88-3498-88-3498-88-88-88-3498-88-3498-88-88-88-88-88-88-88-88-349-88-349-88-88-88-88-88-88-88-88-88-88-88-88-349-88-88-88-88-88-88-88-88-88-88-349-88-88-88-88-88-88-88-88-88-88-88-88-88-349-88-349-88-,0
1280,2626, Wann ich Hunger habe und wann nicht.,0
408,1213,"  ;(Ich bin total verzweifelt,ich falle wieder in mein altes Essverhaltensmuster zurück!!",1
5138,3259,Es ist hart.,0
1187,1278, aber ich MUSS abnehmen den ich habe in den letzten 3 1/2 Jahren eben 25 kilo zugenommen ...,0
2080,2659, Klar könnte ich täglich in die Kraftsporthalle gehen und im Sitzen Fahrrad fahren und andere Geräte bedienen.,0
5092,3596,Es gibt nur einen Weg...,0
4252,2440,Ich bin nicht dafür.,0
2780,3177," Und natürlich viele Dinge, die ich machen will.",1
2116,123, Der Sommer steht vor der Türe (zumindest auf dem Kalender   ) und es kommt wieder die schreckliche Zeit der knappen Bekleidung...,0
1002,3496,  Ich bin wieder im Rennen.,0
3252,1975, Ich bin ja auch nicht operiert und versuche erst mal auf diesen wege.,2
5122,4699,Und doch gehe ich nach oben.,0
4551,3255,"Ich kann es mir nicht leisten, ins Gymnasium der Universität zu gehen.",0
1263,373,"die adipositas wegen meiner essucht wirklich ernst nimmt , das heisst , das ich für mich allein versuch , davon weg zu kommen , obwohl ich weiss ,das es nicht der richtige weg ist , wiisen tu ich einiges , es mangelt an der umsetzung...........",0
3763,1799,"hab heute ein schönes Stück Kuchen genussvoll gegessen "" und fühle mich gut!!",0
4366,2823,Ich war heute auf einer Skala.,1
337,491," Aber ich kann es mir nicht vorstellen, wie es ist, wenn ich irgendwann mal nur noch die Hälfte wiege von dem was ich jetzt habe.....",0
1977,4509," Wenn ich den Uhu nicht bis Dubai in 37 Tagen hab, dann hoffentlich bis Djerba in 105 Tagen.",0
865,1710, ich mißbrauche es.,0
4795,4321,Die Skala wird morgen nur eine kleine Zahl zeigen.,0
2469,2447,"  Bei einer stationären Therapie muss man nur bedenken, dass meistens im Alltag alles anders läuft als im geschützten Raum einer Klinik.",0
5285,646,"Ich habe beschlossen, es wegzunehmen.",1
704,3633, Und eine Menge Motivation zum dranbleiben.,0
180,850," Warum ich all die Monate keine Punkte gezählt habe, Ramona, wieso gibt es eigentlich keinen Schweinhundsmilie?",1
2979,783," Es sind zwar nur 800 gramm, aber gott sei dank nicht mehr rauf, seit ich wieder ernährungstagebuch schreibe.",0
5696,649,"Ich verliere nichts, obwohl ich wieder aufgebaut bin!",0
97,3335," Die drei regelmäßigen Mahlzeiten sind für mich auch heute, manchmal schwierig einzuhalten.",0
133,4717," Es fällt mir wesentlich leichter im Supermarkt daran vorbei zu gehen, als wenn ich es erst einmal zu Hause habe.",0
823,2128," Ich HOFFE, dass ich heute - 20 Jahre älter, mit beiden Beinen auf dem Boden, nicht mehr sooooo leicht aus der Bahn zu werfen - mit dem Sleeve nicht einmal ähnliche Erfahrungen mache.",0
1983,466," halbwegs weil ich das gefuehl habe gestern einen ""fresstag"" gehabt zu haben alles aufgeschrieben fue einen normal essenden wenig, fuer mich als bypasspatienten von meiner sicht gesehen zu viel..",0
5258,3976,"Das ist es, was ich verlassen möchte.",0
2479,1024,"gequält und gelernt,..",1
5143,2735,Das wollte ich nicht tun.,1
3611,4306, Habe meine Ernährung komplett umgestellt.,1
5602,4420,Das konnte ich vorher nicht.,0
3861,5,Denn bei mir will es nicht sterben.,0
5415,102,"Es ist schön, einen neuen bei hm zu haben.",0
4441,1151,Langsam aber sicher sinkt die Rate des Rückgangs.,0
748,1189, dabei wollte ich schon immer dieses umstellen..,0
3200,1740,nach meinen gesundheitlichen Ausrutscher am 6.,1
2056,578," Nachdem ich nicht so schnell mit einer Op rechnen kann,probier ich es jetzt anders.",0
5470,2000,Du darfst es nicht tun.,0
2857,1636,  Zwei scheiben Käse...,1
3025,2124, Man muss hart an sich selbst arbeiten (aber das muss man auch mit OP!,0
5088,3596,Es gibt nur einen Weg...,0
2866,1236,"  Holger,  Du hast vollkommen recht, das ich in der Verantwortung bin, meine Nahrungsaufnahme zu kontrollieren, nicht meine Mutter, und zu dem Thema habe ich ja schon gesagt, ich schaufel mir demnächst die Teller auf, lasse wenn möglich was liegen, und kaue zur not auch 15 mins auf einem Bissen rum um Sättigung zu zu spüren und um nicht zu essen wie ein Wolf seine Beute zu reisst.",2
4590,1737,Ich denke darüber nach.,0
3041,3725," Ich habe viele Diäten, Programme und so weiter bereits hinter mir, weswegen ich für mich entschieden habe, dass eine OP der letzte Ausweg ist.",0
1736,4602, Ab heute möchte ich mich etwas mehr bewegen.,2
1342,4567,"  Bis jetzt geht es ganz gut mit dem Intervallfasten (5/2), welches ich heute begonnen habe.",1
11,2417,Die einzige Ausrede ich leide unter Depressionen da durch hat sich leider auch mein Soziales Umfeld geändert habe mich selbst von vielem zurück gezogen.,0
1491,4263,"  Habe nun angefangen mit dem Heimtraining, was halt geht vom Rücken und der Fussheberlähmung.",1
4865,1112,"Ich glaube nicht, dass du dazu in der Lage bist.",0
1261,2363, Selbstdisziplin war mir da seit jeher fern.,0
4564,1847,"Ich glaube, die, mit der ich heute losfahre, ist die, die zu früh war.",0
5023,929,Es war rustvoll...,0
5642,4297,Das erste Interview geht los.,0
2928,965,"selbst die Hose die ich letzten Monat gekauft habe, wird mir mitlerweile wieder zu gross...",0
5052,743,Zu dieser Zeit haue ich ab.,1
3067,1310,"  Ich esse weil es mir schmeckt oder bekomme ich dann gesagt, daß ich evtl ""Leichen"" im Keller habe?",0
3660,1172," trotz dem, dass die Waage sich erstmal nicht mehr nach unten bewegt, muss ich ein neues Loch in meinen Gurt machen.",0
4229,1103,"Ich muss irgendwann müde werden, vielen Dank.",2
266,3615, Schritt für Schritt setze ich Teile davon um.,1
3553,1841," :zwinkert:  heute ist ein neuer tag,wieder die möglichkeit,es besser zu machen.",0
2440,2888, Laufe nur kurze Strecken und fahre am liebsten mit dem Roller vor das Geschäft.,1
841,3405," Aber es ist eben alles leichter, wenn man leichter ist.",0
4322,2305,Die offizielle Website hat Links zu externen Quellen.,2
5469,2000,Tu das nicht.,0
4809,96,Ich habe noch einen weggenommen.,1
1407,4341,  Hallo Suxess  Bei mir sind es eher die Portionengrössen.,0
3481,4297, Erstgespräch in Hannover abnehmen ..,0
967,2688, Ich möchte nicht die Kontrolle über meinen Körper abgeben.,0
