"utterance_id","turn_id","chat_id","datetime","user_utterance","valence","valence_score","label","label_score","sublabel","sublabel_score","bot_action","bot_datetime","bot_utterance","user_rating","user_rating_explanation"
177,8,16,"2023-08-01 15:56:37.492128","Nein. Leider habe ich noch nicht die Zeit investiert nach gesunden Rezepten zu suchen die ich einfach nachkochen könnte.","sustain",0.9964051246643066,"Reason",0.5179944634437561,"General Reason",0.6907950639724731,NULL,"2023-08-01 15:56:49.890963","Das ist okay. Der erste Schritt könnte also sein, sich etwas Zeit zu nehmen, um nach gesunden Rezepten zu suchen, die deinem Geschmack entsprechen und einfach zuzubereiten sind. 

Gibt es eine bestimmte Anzahl von Rezepten, die du in der nächsten Woche suchen und ausprobieren könntest, um deinen Plan in die Tat umzusetzen","gut/hilfreich",NULL
178,12,15,"2023-08-01 15:56:46.381428","Mein nächster Schritt wird sein, mein Handy während dem Arbeiten in eine Schublade oder ähnliches zu legen, damit ich es nicht sehe","change",0.9990399479866028,"Commitment",0.9876651763916016,NULL,NULL,"Goodbye","2023-08-01 15:56:48.064331","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
179,12,14,"2023-08-01 15:57:15.372284","Ich werde einen Tagesplan aufstellen und meine Aufgaben einteilen.","change",0.9993016719818115,"Commitment",0.998815655708313,NULL,NULL,"Goodbye","2023-08-01 15:57:16.901807","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
180,6,18,"2023-08-01 15:57:43.495037","den Prozess, warum man in Situationen prokrastiniert, durch denken. das leben wertvoller sehen","change",0.9989055395126343,"Reason",0.997960090637207,"General Reason",0.9813008308410645,NULL,"2023-08-01 15:57:52.760256","Das sind sehr gute Ansätze! Das Durchdenken von Prozessen und das Bewusstsein, das Leben wertvoller zu sehen, können starke Motivatoren sein. 

Was glaubst du, wäre der erste konkrete Schritt, den du in Richtung dieser Veränderung machen könntest","gut/hilfreich","passt"
181,7,19,"2023-08-01 15:58:32.98108","Zeit dafür schaffen, versuchen einen Wocheneinkauf zu machen und Gerichte im Voraus planen","change",0.9989750385284424,"Commitment",0.992236316204071,NULL,NULL,NULL,"2023-08-01 15:58:41.262121","Das klingt nach einem großartigen Plan. Wie könntest du dich selbst daran erinnern und motivieren, diesen Plan durchzuführen, auch wenn es mal schwierig wird","gut/hilfreich","Sinnvolle Antwort auf meine letzte Nachrich"
182,7,18,"2023-08-01 15:59:06.184619","bei nächster anbahnung prokrastination mit sich selbst in den dialog gehen?! sag du es mir","change",0.8293164372444153,"Commitment",0.8724033236503601,NULL,NULL,NULL,"2023-08-01 15:59:19.318121","In den Dialog mit dir selbst zu gehen, kann definitiv ein guter erster Schritt sein. Du könntest zum Beispiel versuchen, deine Gedanken und Gefühle in dem Moment zu erkennen und zu hinterfragen, warum du gerade prokrastinierst. Vielleicht könntest du auch versuchen, dir bewusst zu machen, was die Konsequenzen sind, wenn du die Aufgabe jetzt verschiebst und was die Vorteile","gut/hilfreich",NULL
183,8,19,"2023-08-01 15:59:28.686227","Online einkaufen falls man mal keine Zeit hat","change",0.998222291469574,"Commitment",0.9328210949897766,NULL,NULL,NULL,"2023-08-01 15:59:35.392311","Das ist eine gute Idee. Hast du auch darüber nachgedacht, dir Unterstützung zu holen, sei es durch Freunde, Familie oder sogar professionelle Hilfe","gut/hilfreich","Passt gut zur vorherigen Nachricht. "
184,9,16,"2023-08-01 15:59:40.887801","Meine Urlaubswoche hat 5 Arbeitstage und zwei Wochenenden. Sagen wir ich bereite eine Mahlzeit pro Tag zum Mittagessen zu und wärme mir die Reste jeweils Abends wieder auf. Dann sollte ich mir 8 Rezepte suchen.","change",0.9992758631706238,"Taking Steps",0.9876739382743835,NULL,NULL,NULL,"2023-08-01 15:59:53.392364","Das klingt nach einem sehr gut durchdachten und realistischen Plan! 

Wenn du dich an diesen Plan hältst, wirst du am Ende der Woche eine Reihe neuer gesunder Rezepte ausprobiert haben, die du dann in deinen Alltag integrieren kannst. 

Wie sicher fühlst du dich, dass du diesen Plan umsetzen kannst","gut/hilfreich","Ich habe natürlich gelogen um zu sehen ob du mitzählst. Aber die Antwort ist bestärkend in meiner Planfindung. Echt klasse!"
185,8,18,"2023-08-01 16:00:17.896023","ok danke, sonst noch tips?","change",0.9966641068458557,"Reason",0.8225414156913757,"General Reason",0.9897921085357666,NULL,"2023-08-01 16:00:33.636942","Natürlich, hier sind ein paar weitere Tipps, die dir helfen könnten:

1. Priorisiere deine Aufgaben: Manchmal prokrastinieren wir, weil wir uns überwältigt fühlen. Indem du deine Aufgaben priorisierst, weißt du genau, womit du anfangen solltest.

2. Setze dir realistische Ziele: Es ist wichtig, dass die Ziele, die du dir setzt, erreichbar","gut/hilfreich",NULL
186,9,19,"2023-08-01 16:00:20.882917","Nein, darüber habe ich bisher nicht nachgedacht","sustain",0.8122676610946655,"Taking Steps",0.9758659601211548,NULL,NULL,NULL,"2023-08-01 16:00:33.367012","Es könnte hilfreich sein, jemanden in deinem Umfeld zu haben, der dich unterstützt und motiviert. Du könntest zum Beispiel einen Freund oder ein Familienmitglied bitten, dich bei deinem Vorhaben zu unterstützen. Sie könnten dich zum Beispiel daran erinnern, gesunde Lebensmittel zu kaufen oder mit dir zusammen zu kochen. Was hältst du von dieser Idee","gut/hilfreich","Gute konkrete Beispiele zur gesunden Ernähung, passende antwort"
187,10,19,"2023-08-01 16:01:31.297809","Das ist eine gute Idee. Mein Mann unterstützt mich.","change",0.9991238713264465,"Reason",0.9953665733337402,"General Reason",0.993259072303772,"Summary","2023-08-01 16:01:40.549577","Lass mich unser bisheriges Gespräch zusammenfassen. Das ist toll zu hören! Es ist immer hilfreich, Unterstützung zu haben, besonders von jemandem, der dir nahe steht. Nun, da wir einen klaren Plan haben, wie sieht dein nächster Schritt aus? Habe ich noch etwas vergessen?","gut/hilfreich","Passt gut zur Planung und leitet zur konkreten Aktion über"
188,10,16,"2023-08-01 16:01:33.399872","Ich bin mir ziemlich sicher, dass ich das schaffe wenn ich mir einen Urlaubstag zur Rezeptsuche verplane","change",0.9987956285476685,"Reason",0.9988231062889099,"ability",0.98170405626297,"Summary","2023-08-01 16:01:48.130747","Lass mich unser bisheriges Gespräch zusammenfassen. Das klingt sehr gut! Du scheinst einen gut durchdachten Plan zu haben und bist zuversichtlich, dass du ihn umsetzen kannst. Du planst, dir einen Urlaubstag zu nehmen, um nach Rezepten zu suchen und dann eine neue Mahlzeit pro Tag zuzubereiten, um deinen Alltag gesünder zu gestalten. Es ist toll zu sehen, wie engagiert du bist und wie sehr du bereit bist, dich für deine Gesundheit einzusetzen. Habe ich noch etwas vergessen?","gut/hilfreich",NULL
189,9,18,"2023-08-01 16:01:33.583423","cool, danke. ich versuche sie beim nächsten mal umzusetzen. wielange geht die studie noch?","change",0.9993502497673035,"Commitment",0.9970389604568481,NULL,NULL,NULL,"2023-08-01 16:01:46.234673","Ich freue mich zu hören, dass du die Tipps hilfreich findest und sie beim nächsten Mal umsetzen möchtest. Als KI-Assistent habe ich jedoch keine Informationen über eine spezifische Studie. Wenn du an einer Studie teilnimmst, solltest du diese Information von den Studienleitern erhalten haben. Kann ich dir sonst noch weiterhelfen","gut/hilfreich",NULL
190,11,16,"2023-08-01 16:02:55.096224","Nein, hast du nicht. Danke dir!","sustain",0.5379802584648132,"Reason",0.9979971051216125,"General Reason",0.9900244474411011,"Next Steps","2023-08-01 16:02:56.710532","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich",NULL
191,11,19,"2023-08-01 16:02:56.183356","leiter zur konkreten Aktion über, sehr passend","change",0.9979227185249329,"Taking Steps",0.4960055649280548,NULL,NULL,"Next Steps","2023-08-01 16:02:57.818878","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich","passt gut, konkreter schritt"
192,10,18,"2023-08-01 16:03:15.182893","wie gehts weiter?","change",0.9985914826393127,"Commitment",0.984649121761322,NULL,NULL,"Summary","2023-08-01 16:03:30.772951","Lass mich unser bisheriges Gespräch zusammenfassen. Als nächstes könntest du versuchen, die Tipps, die wir besprochen haben, in die Praxis umzusetzen. Es könnte hilfreich sein, dir ein Ziel zu setzen, wann und wie du diese Tipps ausprobieren möchtest. Denk daran, dass Veränderungen Zeit brauchen und es völlig in Ordnung ist, wenn du nicht sofort perfekt bist. Der wichtigste Schritt ist, anzufangen. Habe ich noch etwas vergessen?","gut/hilfreich","ok. ich weiß nicht ob du etwas vergessen hast"
193,12,19,"2023-08-01 16:03:32.582329","einen Essensplan entwerrfen","change",0.9910887479782104,"Commitment",0.7458052635192871,NULL,NULL,"Goodbye","2023-08-01 16:03:34.19476","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
194,12,16,"2023-08-01 16:03:45.894717","Ich suche mir 9 Rezepte und kaufe die Zutaten am ersten Urlaubstag.","change",0.9992120265960693,"Taking Steps",0.6626499891281128,NULL,NULL,"Goodbye","2023-08-01 16:03:47.593584","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
195,11,18,"2023-08-01 16:04:27.986431","ok","change",0.9144780039787292,"Taking Steps",0.4824887216091156,NULL,NULL,"Next Steps","2023-08-01 16:04:29.505123","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich",NULL
196,12,18,"2023-08-01 16:06:35.688734","Ich werde versuchen mir die Arbeit zu priorisieren und einzuteilen. Hauptsache anfangen....","change",0.9994195699691772,"Commitment",0.9988541603088379,NULL,NULL,"Goodbye","2023-08-01 16:06:37.198019","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
