,Sentence,labels
23728, Hallo!,0
19337," Ich habe versucht, meine Ernährung zu ändern, indem ich mehr Obst und Gemüse gegessen habe.",1
8464, Ich möchte gesund sein und ein gutes Gewicht haben.,0
13339," Was muss noch passieren, damit du weiterhin bei Essen und Bewegung auf dem richtigen Weg bleibst?",0
15349," Ich denke, dass es sehr wichtig ist, die emotionale Ebene zu berücksichtigen.",0
21130, Ich werde mich in einem Fitnessstudio anmelden.,2
8731," Ja, ich weiß.",0
18891," Ich möchte das Gewicht halten, das ich habe.",0
7217," Ich möchte mein Gewicht reduzieren, damit ich mehr Energie habe und weniger Krankheiten habe.",0
12571, Guten Morgen!,0
23615," Ich bin nicht die Person, die Du in mir siehst.",0
403, Ich habe eine Menge Stress in meinem Leben.,0
14683," Ich habe Angst, dass ich zu wenig Kalorien zu mir nehme und dadurch nicht genug Energie habe.",0
17511," Ich habe Probleme damit, mein Essen auf eine bestimmte Art und Weise zu kontrollieren.",0
13174, Ich will mich gut fühlen und mein Leben genießen.,0
6816, Ich möchte mein Gewicht halten und das ist es.,0
17395," Ich habe vor einigen Jahren schon einmal versucht, mich gesünder zu ernähren und war damit erfolgreich.",0
8355," Ich esse jetzt nur noch vollwertige Nahrungsmittel wie Gemüse, Obst, Fleisch, Fisch, Eier und Vollkornprodukte.",1
1270, Ich will in einem Jahr 20 kg abnehmen.,0
13291," Ich möchte auch nicht mehr so viel Geld für Kleidung ausgeben müssen, die mir nicht passt.",0
20642, Ich bin einfach zu faul.,0
3761," Ich esse jetzt ausschließlich vegane Gerichte, da ich mich dadurch besser fühle.",1
22150, Ich will mich gesünder und schlanker fühlen.,0
18480," Ich möchte mehr Gemüse essen, aber ich habe keine Zeit.",0
25634, Ich möchte weniger Süßigkeiten und mehr Obst essen.,0
22304, Ich möchte gesünder leben.,0
22917, Ich kann die Gründe für mein Übergewicht neu definieren.,0
6386," Ja, ich habe schon einige Verhaltensänderungen in Sachen Bewegung und Ernährung vorgenommen.",1
24510, Ich möchte mein Essverhalten nicht verändern.,0
18209," Ich habe auch versucht Sport zu treiben, aber ich bin nicht regelmäßig dabei geblieben.",1
25689, Ich möchte meine Ernährung umstellen.,0
22622, Ich will meine Gesundheit verbessern.,0
13310, Ich möchte endlich ein gesundes Normalgewicht haben.,0
8294, Meine Einkäufe sind auch nicht so viel wie früher.,1
13286, Ich bin zu dick und möchte schlank sein.,0
12059, Das ist ein guter Anfang.,1
3188, Ich werde mich an das Programm halten und mir keine Ausreden erlauben.,2
20983," Ich weiß nicht, wie ich es schaffen könnte, mich gesünder zu ernähren.",0
16144, Ich könnte die Anstrengung bei gesünderen Essen ganz einfach auf mein Smartphone übertragen.,0
20546, Ich will endlich meinen Traumgewicht erreichen.,0
5257, Ich möchte mich mehr bewegen und weniger essen.,0
13769," Ich habe das Gefühl, ich werde niemals mein Ziel erreichen.",0
14792," Ich fühle mich belastet durch die Umstände, die dazu führten, dass ich in einem schlechten Zustand bin.",0
25398, Ich will mein Leben verändern.,0
7344, Ich möchte meine Ernährung umstellen und Sport treiben.,0
21502, Wie kannst du mir helfen?,1
11151, Ich habe keine Lust mehr darauf und es ist mir egal.,0
2615, Ich will mehr Energie haben.,0
5092, Ich möchte gerne mehr körperliche Aktivität in meinen Alltag integrieren.,0
19181, Ich werde mich mehr bewegen und dabei auch mein Essverhalten reflektieren.,2
16907," Ja, ich mache Yoga und meditiere.",1
21665," Ich habe eine Liste mit Veränderungen zusammengestellt, die ich machen möchte.",1
20096, Ich möchte nicht mehr so viel essen.,0
14234, Ich gehe auch regelmäßig ins Fitness-Studio.,1
3956, Ich bin ein ,0
10245," Ich möchte, dass ich mehr Gewicht verliere und dass ich keine Angst mehr habe vor dem Essen.",0
20485, Ich will nicht mehr fett sein.,0
12513," Wenn ich nur das Gewicht reduzieren könnte, wäre ich glücklich.",0
951, Außerdem habe ich mit dem Sport begonnen.,1
5786, Ich möchte weniger Snacks zwischendurch essen.,2
13147," Es ist einfach toll, wenn ich mich besser fühle und wieder meine alten Kleider tragen kann.",0
13961, Ich werde für eine gesündere Ernährung und mehr Sport sorgen.,2
20266, Ich möchte nicht mehr so viel essen und ein paar Kilo abnehmen.,0
8454, Ich habe mich von ungesunden Lebensmitteln ferngehalten.,1
24769, Mein Essen.,0
25508, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
25358," Wenn ich mich besser fühle, bin ich glücklicher.",0
10402," Ich esse keine Fastfood, keine Süßigkeiten und keine Limonade.",0
3912, Ich habe mich bereits mit dem Thema Ernährung beschäftigt und einige Bücher gelesen.,1
15118," Ich bin hier um dir zu helfen, dein Gewicht zu reduzieren.",0
8429, Ich wiege jetzt 18 Kilo mehr als vorher.,1
9607," Was könntest du tun, um mehr Systematik in die Verhaltensänderung zu bringen/die Änderung besser zu beobachten/kontrollieren?",0
24449, Ich möchte meine Ernährung umstellen.,0
10047, Welche Änderungen und Verhaltensweisen haben sich beim Abnehmen als hilfreich erwiesen?,1
5620," Ich werde mir einen Plan machen, damit ich lerne, was ich essen kann und was nicht.",2
8269, Was soll ich tun?,2
25116, Weil ich mein Gewicht reduzieren möchte.,0
19755," Vielleicht wenn ich jeden Tag eine Stunde lang Rad fahre oder jogge, dann komme ich auf die Waage und merke, dass ich abgenommen habe.",0
20465, Ich möchte nicht mehr so viel essen.,0
19951, Ich möchte abnehmen.,0
15820, Ich möchte meine Gewichtskontrolle besser unter Kontrolle bekommen.,0
4611, Ich möchte meine Ernährung besser kontrollieren.,0
11952," Ich möchte eine Diät machen, aber ich habe Angst vor der Reaktion meines Partners.",2
15004, Ich habe eine Reihe von Tipps für dich.,0
10490, Ich habe mir in der Vergangenheit viel zu wenig Gedanken über meine Ernährung gemacht.,0
18390, Ich will mein Gewicht reduzieren.,0
23879, Hallo!,2
3119, Ich werde jeden Tag eine Stunde lang laufen.,2
17322," Ich möchte wissen, ob ich Erfolg haben werde, mich gesünder zu ernähren.",0
383, Ich habe einfach keine Disziplin.,0
6712, Ich freue mich auf mein neues Ich.,0
13573, Ich werde mehr Sport treiben.,2
14712, Ich möchte auch in meinem Beruf als Lehrerin gesund und voller Energie sein.,0
194," Ich würde gerne eine Diät machen, aber ich weiß nicht wie.",0
13809, Ich würde gern mehr Kontrolle über mein Gewicht haben.,0
8584, Ich möchte gesünder leben und das Gewicht halten.,0
6785, Was sind deine Ziele bei Essen und Bewegung?,0
17317," Er gab mir einige Hinweise, die mir zeigen, dass ich zu viel Essen zu mir nehme.",0
20675, Ich will nicht mehr essen.,0
4776," Ich würde gerne mehr auf meine Ernährung achten, aber ich weiß nicht wie ich das anstellen soll.",0
20896," Zum einen bin ich motiviert und habe vor, das Beste aus mir herauszuholen.",0
21279," Ich möchte mich mehr bewegen, vielleicht mit dem Fahrrad fahren oder im Fitnessstudio trainieren.",2
1418, Ich will mich nicht mehr verstecken.,0
21067," Ich möchte meine Ernährung umstellen, mehr Bewegung in meinen Alltag bringen und einen Diätplan durchführen.",2
18778, Ich will aber auch nicht verhungern.,0
18467, Ich möchte mein Gewicht halten und mich gesünder ernähren.,0
7446," Ich freue mich darauf, weniger zu wiegen, weil ich mich dann besser fühlen werde.",0
20687, Ich muss mehr Sport treiben.,0
16348, Ich werde meine eigenen Essgewohnheiten ändern.,2
4062, Ich bin ein guter Esser.,0
655, Ich möchte wieder mehr Sport treiben und auf eine gesündere Ernährung achten.,2
13105, Ich möchte mehr Energie haben und mich besser fühlen.,0
4245, Ich habe meine Ernährung umgestellt.,1
7436," Ich freue mich darauf, weniger zu wiegen, weil das bedeutet, dass ich mehr Energie habe.",0
2334, Ich bin zu dick.,0
3464," Ja, ich bin bereit.",2
15229," Ich kann mir vorstellen, dass es sehr anstrengend ist, dein Gewicht zu reduzieren.",0
24334," Ich habe versucht, mein Essen zu kontrollieren.",1
5177," Ist es möglich, dass ich mehr Hunger habe, als ich denke?",0
11433," Das ist ein großes Geschenk, das Du Dir selbst machst!",0
16254, Ich werde meine Frucht- und Gemüsesaft-Flaschen mitnehmen.,2
15516, Ich weiß es nicht.,0
16886, Ich bin noch nie durch einen dieser Anstrengungen gegangen.,1
15246, Ich weiß nicht.,0
13319, Ich muss mehr über meine Gewohnheiten und Ziele nachdenken.,0
5077," Das ist zwar nicht besonders gesund, aber es ist einfach und unkompliziert.",0
5159, Ich kann mich auch bei der Wahl meiner Nahrungsmittel besser entscheiden.,0
14909, Ich habe eine große Familie und will immer für alle da sein und kann mir deshalb keinen Fehler erlauben.,0
15870, Möchten Sie ein wenig über mich erfahren?,0
13477," Was muss noch passieren, damit du weiterhin bei Essen und Bewegung auf dem richtigen Weg bleibst?",0
9540, Hallo!,0
14540," Es war eher ein Zufall, dass ich so viel abgenommen habe.",1
12964," Meine Familie wird mich für verrückt halten, wenn ich mich mehr bewege und weniger essen.",0
2066," Ich habe mir sogar eine App gekauft, die mir beim Abnehmen hilft.",0
2527, Ich will meinen Freunden und Familie gefallen.,0
20545, Ich will auch mal einen Bikini anziehen können.,0
22797, Ich könnte mehr Sport treiben.,0
15773, Hallo!,0
8299," Ich habe mich durch die Diätphase gequält, bis ich wieder zu meinen alten Essgewohnheiten zurückgekehrt bin.",1
12679, Ich kann die Kalorienzufuhr einschränken.,0
20910, Hallo!,0
5436," Ich will einmal am Tag etwas essen, was ich mag.",0
2571, Ich möchte mich gesünder fühlen.,0
25764, Ich möchte meinen Körper in Form bringen.,2
1067, Hallo!,1
24061," Was hast du bereits getan, um Systematik in die Verhaltensänderung zu bringen (zb Ernährungstagebuch, regelmäßiges Wiegen etc)?",1
14512," Ich habe abgenommen, weil ich mehr Sport gemacht habe.",1
9994," Ich esse nur noch Obst und Gemüse, keine Süßigkeiten mehr, kein Schokolade.",1
14405, Ich habe mehr Sport gemacht und weniger gegessen.,1
11505, Ich bin zu dick.,0
22429, Ich möchte mein Leben verlängern und gesünder leben.,0
23683," Was muss passieren, damit du dein Gesundheitsverhalten änderst?",0
24979, Ich möchte mehr Sport treiben.,0
6857, Ich will weniger essen und mehr Sport treiben.,0
16352, Ich werde mein Essen mit mehr Fett und Salz zubereiten.,2
17344," Ich kann Erfolg haben, wenn ich mehr Sport treibe.",0
14917," Ich habe immer wieder Diäten gemacht, aber nie durchgehalten.",0
19815," Wenn ich mich darauf konzentriere, die Kalorien zu zählen, werde ich abnehmen.",0
489," Die einen sind mir zu streng, die anderen zu unsicher.",0
6985," Ich freue mich drauf, meine Lieblingskleidung wieder tragen zu können und nicht mehr immer einen Bauch zu haben.",0
20302, Ich möchte einen besseren Körper haben.,0
13866," Ich werde meine Ernährung umstellen, mich mehr bewegen und aufhören zu rauchen.",2
8139," Was hast du für die nächsten Tage vor, um deine tollen Ideen bei Bewegung und Ernährung umzusetzen?",2
11467," Ich wünsche mir, dass ich mich besser fühle, wenn ich abnehme.",0
20813, Ich möchte auch mehr Energie haben und mich besser fühlen.,0
12847," Ich kann immer mal wieder ein paar Bissen essen, ohne dass ich mich gleich schuldig fühle.",0
21736, Ich möchte nicht mehr so viel Zucker essen.,1
15189," Ich habe keine Zeit, mich um mein Gewicht zu kümmern.",0
5943, Ich möchte mich für eine Laufgruppe anmelden und nach der Arbeit mit dem Fahrrad eine Runde drehen.,2
14104, Ich habe eine gesunde Ernährung und viel Bewegung.,1
1230, Ich will in einem Jahr 50 kg wiegen.,0
12282, Ich möchte dass meine Taille schmaler wird.,0
11204, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
25109, Ich möchte gesünder essen.,0
7825, Ich habe keine Lust mehr auf Diäten.,0
7857," Ich brauche eine App, die mir hilft, mein Essverhalten zu kontrollieren.",0
6875, Ich möchte ein paar Kilo abnehmen.,0
2936, Ich bin ziemlich dick.,0
23699, Ich muss meine Ernährung umstellen und mehr Sport machen.,0
23511, Ich will keine Schmerzen mehr haben.,0
10818, Ich habe so hart gearbeitet und habe auch einiges an Gewicht verloren.,0
5926," Ich möchte meine Ernährung umstellen, um gesünder zu leben.",2
14571, Und jetzt wiege ich nur noch ca 78 kg!,1
24559," Ich weiß, dass ich nicht immer so viel essen sollte.",0
7901, Ich habe Angst vor dem Essen.,0
12244, Ich wünsche mir eine schlanke Taille und ein flacheres Bauch.,0
21795," Ich habe einige Diäten ausprobiert, die alle nicht funktioniert haben.",1
25430, Ich kann mich nicht ändern.,0
15539," Ich denke, ich habe einfach kein Glück mit Diäten.",0
25710, Ich möchte meine Ernährung umstellen.,0
28," Ich würde gerne mehr Sport machen, aber ich weiß nicht wie.",0
16330," Ich werde mich daran erinnern, dass ich mit dem Essen aufhören soll, wenn ich satt bin, und nicht, wenn ich müde oder frustriert bin.",2
25843," Ich werde mehr Bewegung in meinen Alltag einbauen und aufhören zu essen, wenn ich nicht mehr hungrig bin.",2
12625, Ich muss mehr Sport machen.,0
15272, Ich habe schon so viele Diäten versucht und niemals eine lange Zeit durchgehalten.,0
13514, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
11140, Ich habe keine Disziplin.,0
24929, Ich möchte an meinem Gewicht arbeiten.,0
4163, Ich esse zu viel.,1
14114, Ich habe gute Fortschritte gemacht.,1
16831," Ich versuche, mich so viel wie möglich zu bewegen, aber ich mache das nicht jeden Tag.",1
24409, Hallo!,1
19779, 3.,0
17885, Ich werde regelmäßig mein Essen und Trinken aufzeichnen,2
14177, Ich esse weniger.,1
2825," Ich gehe jeden Tag zur Arbeit und ernähre mich gesund, aber ich kann nicht eine einzige Pfunde loswerden.",0
19627, Ich möchte meine Ernährung umstellen und mich gesünder ernähren.,0
6066," Was kannst du selbst tun, damit es mit der Kontrolle deines Gewichts doch klappt?",0
18056, Hallo!,0
16379, Ich werde beim Essen mehr auf die Portionen achten und auf meine Ernährungsgewohnheiten achten.,2
2391," Ich habe ein paar Leute getroffen, die sagen, dass ich ohnehin keinen Bauch haben sollte.",0
6120, Du kannst alleine nichts tun.,0
12872, Ich bin gerade am Abnehmen.,0
15043," Was kannst du tun, um mit den Belastungen bei der Gewichtskontrolle umzugehen?",0
1853, Ich könnte einen Fitness-Coach oder Ernährungsberater engagieren.,0
25909, Ich werde mich an meine Ernährung halten und viel Sport treiben.,2
1009, Ich bewege mich mehr.,1
14506," Ja, ich habe viel kürzere Wege gewählt.",1
15329," Ich sehe, dass du dich für die Nacht vorbereitest.",0
3071, Ich kann einfach nicht abnehmen.,0
23746, Hallo!,0
23382," Ich habe mich in letzter Zeit sehr häufig darüber geärgert, dass ich nicht in die Klamotten passe, die mir gefallen.",0
13974," Ich werde meine Ernährung umstellen, damit ich wieder ein gesünderes Gewicht erreiche.",2
7468," Ich freue mich darauf, weniger zu wiegen, weil ich dann mehr von meinem Leben genießen kann.",0
3248," Welche Schritte wirst du unternehmen, um abzunehmen?",2
14436, Ich habe meine Ernährung umgestellt und mehr Sport getrieben.,1
1219, Ich will in einem Jahr nur noch 50 kg wiegen.,0
5622, Ich werde meine Kalorienzufuhr reduzieren und mehr Sport treiben.,2
16734," Ich habe mich immer wieder an die Diät gehalten, auch wenn das nicht immer geklappt hat.",1
112, Ich würde gerne meine Ernährung umstellen und viel mehr Sport treiben.,0
21978, Ich will nicht mehr jeden Tag ein paar Kilo mehr auf der Waage haben.,0
1055, Ich habe auch einige Kilos verloren.,1
21242, Ich möchte mich fitter und leistungsfähiger fühlen.,2
24076," Ich habe schon einiges versucht, aber es hat nicht funktioniert.",1
13797," Wenn ich das mache, kann ich mein Gewicht auch ohne Diät halten.",0
9383, Hallo!,0
20831, Ich will auch gar nicht abnehmen.,0
4686, Ich bin eher ein Langsam-Voranschreitender.,0
14836," Ich fühle mich belastet durch den Stress, den ich habe, wenn ich etwas brauche und es nicht da ist.",0
3618," Ich habe immer wieder Diäten gemacht, aber nur für ein paar Wochen.",2
16538, Ich werde mich mit einer Ernährungsberaterin beraten.,2
13410, Ich kann nicht mehr so viel essen wie früher.,0
7676," Ich schätze ich werde viel mehr Spaß haben, weil ich mich wohler fühlen werde.",0
15925, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
9665," Ich habe ein paar Diäten gemacht, um Gewicht zu verlieren.",1
6065," Hallo, ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.",0
4422, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,1
16925, Hallo!,1
1154, Ich will mehr Muskeln.,0
13374, Ich muss mein Gewicht nachhaltig stabilisieren und meine Lebensqualität wieder erreichen.,0
2059, Ich warte immer noch auf meine Diät-App.,0
9323, Mit diesem Wissen kann ich mich mehr bewegen und besser auf meine Ernährung achten.,2
5793," Ich werde mich auf meinen Körper konzentrieren und darauf, was ich tue und wie ich mich fühle.",2
19649," Ich möchte mein Gewicht halten, das ist alles.",0
12186, Ich esse jetzt nur noch zwei Mahlzeiten am Tag.,1
21934, Ich fühle mich ungesund und fett.,0
6563," Ich habe ein paar Schritte unternommen, aber ich bin mir nicht sicher, ob sie ausreichen.",1
15736," Ich würde gerne abnehmen, aber das ist mir unangenehm.",0
5989, Ich weiß es nicht.,0
25456," Was müsste sich ändern, damit du an deinem Essverhalten arbeitest?",0
25379, Ich wiege zu viel und ich möchte gerne ein schlankes und gesundes Gewicht erreichen.,0
15972, Ich bin hier um mich auf meinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
5501," Was brauchst du, um mehr Kontrolle über dein Essverhalten gewinnen zu können?",0
19837, Ich kann mehr Sport treiben.,0
15801, Ich kann das nicht mehr weiter machen.,0
20520," Ich möchte mein gewohntes Essverhalten ändern, weil ich zu viel wiege.",0
21054, Ich werde aufhören zu essen.,2
12819, Ich kann mir jetzt schon ein gesundes Essverhalten aneignen.,0
5229, Weil ich nicht mehr so viel essen möchte und dabei auch noch Gewicht verlieren möchte.,0
13449," Ich möchte meine Ernährung auch weiterhin so einrichten, dass ich auf der sicheren Seite bin.",0
20961," Ich habe eine ganze Reihe von Problemen, die mich davon abhalten.",0
16242," Ich habe schon immer Probleme mit meinem Gewicht gehabt und habe es immer wieder geschafft, es zu reduzieren.",0
23344, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
5006, Ich esse viel zu viel.,0
855, Hallo!,1
9272, Ich werde mehr Gemüse essen und weniger Süßigkeiten.,2
2441, Das Gewicht oder das Aussehen?,0
7462, Hallo!,0
10255, Ich will einfach mehr Spaß am Leben haben!,0
24191, Ich habe schon einige Ernährungstagebücher geführt und einige Wochen lang regelmäßig gewogen.,1
19756," Ich glaube, dass ich wieder auf eine gesunde Ernährung umstellen sollte.",0
18945, Ich muss mehr Sport treiben und weniger essen.,0
297, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
1386, Ich möchte ein gesünderes Gewicht und ein besseres Körpergefühl haben.,0
21033," Ich werde die Ernährungsumstellung durchführen, indem ich mich auf gesunde Lebensmittel und eine ausgewogene Ernährung konzentriere.",2
18697, Ich habe keine Zeit für gesunde Ernährung.,0
13100, Hallo!,0
12972," Ich fühle mich zu Hause sehr eingeschränkt und habe Angst davor, mein Zuhause zu verlassen.",0
12089, Ich habe ein paar Diäten gemacht.,1
13489," Ich muss weiterhin bei Essen und Bewegung auf dem richtigen Weg bleiben, um mein Ziel zu erreichen.",0
7150," Was können Sie tun, um Gewicht zu verlieren?",0
2719, Ich muss mehr Sport machen.,0
19348, Ich trainiere zwei Mal die Woche.,1
17653," Ich möchte das Gefühl haben, dass es mir gelingt, mein Ziel zu erreichen.",0
9580, Hallo!,0
24574, Ich möchte gerne meine Ernährung umstellen und mehr Sport treiben.,0
13538, Ich werde meine Ernährung umstellen.,2
10342, Ich habe mein Gewicht bisher durch Sport und Ernährungsumstellungen selbst regulieren können.,0
17365," Ich habe Angst, dass ich mein Gewicht nicht unter Kontrolle habe, wenn ich es nicht kontrolliere.",0
19727, Habe ich nicht genug gegessen?,0
18854, Ich möchte mehr Zeit für mich haben.,0
11264, in 5 Jahren würde ich mein Studium beendet haben und dann würde ich mich mit meinen Freunden treffen und einfach Spaß haben.,0
11537, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
18457, Ich möchte abnehmen.,0
7002," Ich habe schon viele versucht, aber ich habe immer wieder abgenommen und dann wieder zugenommen.",0
4110," Ich habe meine Ernährung umgestellt, ich esse jetzt viel frisches Gemüse und Obst.",1
133, Ich esse oft zu schnell und auch zu viel.,0
5981, Hallo!,0
23770, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
18573, Ich könnte mehr Sport treiben.,0
14914, Dann fühle ich mich schuldig und muss zu einer Diät greifen.,0
21304," Ich möchte abnehmen, mehr Sport machen und meine Ernährung umstellen.",2
169, Ich möchte ein gesünderes Leben führen.,0
1787, Ich könnte meine Ernährung umstellen.,0
17464," Ich glaube, dass ich nicht aufhören kann zu essen.",0
19526, Hallo!,0
6018, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
24605, Ich habe keine Lust auf Fastfood und Süßigkeiten.,0
1291, Ich würde gerne 70 Kg wiegen.,0
12104," Ich habe einige Diät-Programme ausprobiert, aber nach kurzer Zeit wieder abgebrochen.",1
23637, Ich muss mehr Sport machen.,0
8801," Ich habe zu wenig Zeit und Energie, um mich zu bewegen.",0
22809, Ich kann auch meine Essgewohnheiten überdenken.,0
9613," Ich habe mich auf eine Diät gesetzt, die mir mehr Energie gibt.",1
9618," Ich esse jetzt nur noch, wenn ich hungrig bin und nicht mehr, wenn ich nicht mehr hungrig bin.",1
13242," Ich würde gerne das Gefühl haben, dass ich mein ganzes Leben nicht nur überleben, sondern auch genießen kann.",0
11103," Ich kann mein Gewicht nicht halten und habe es noch nie geschafft, eine Diät durchzuziehen.",0
1813, Ich werde mich mehr bewegen und weniger essen.,0
1208, In einem Jahr will ich 75 Kilo wiegen.,0
17101," Ich weiß nicht, ob ich das schaffe.",0
25810, Ich werde mir einen Plan aufstellen und mich an ihn halten.,2
6333," Ich habe ein paar Mal versucht, meinen BMI zu berechnen.",1
8487," Ich hoffe, dass ich mir mehr Zeit für die Dinge nehmen kann, die mir wichtig sind.",0
18340, Aber nichts hat wirklich funktioniert.,1
19053," Ich muss mehr Zeit damit verbringen, gesunde Mahlzeiten zuzubereiten.",0
25652, Ich möchte mein Gewicht verringern.,0
6264, Ich habe weniger gegessen und mehr Sport gemacht.,1
19805," Aber nachdem ich das Gewicht reduziert hatte, habe ich es wieder aufgebessert.",0
12054, Hallo!,1
2512," Es ist wichtig, dass ich mich gut fühle.",0
19213, Hallo!,2
24177," Ich weiß, dass ich zu viel esse und dass ich abnehmen muss, aber ich finde es schwer, die richtigen Entscheidungen zu treffen.",1
7836," Wenn es gesund ist, dann werde ich das auch tun.",0
13756," Ich weiss nicht genau, wo ich anfangen soll.",0
22915, Ich kann nicht aufhören zu essen.,0
18863," Ich möchte aufhören, zu viel zu essen und mich dann schlecht zu fühlen.",0
17689, Ich möchte abnehmen und es dabei genießen.,0
25596," Meine Gewohnheit, dass ich fast alles was ich esse, in einem Zug runterschlinge.",0
2991, Ich muss mehr Sport machen.,0
23148, Ich möchte mein Leben verändern.,0
24686, Ich würde gerne abnehmen.,0
12718, ich kann meinen Kalorienverbrauch senken.,0
9652, Ich will gesund leben.,1
10786, Ich habe mich so fett gefühlt und das hat mich wahnsinnig gemacht.,0
19610, Hallo!,0
16565," Ich werde mein Gewicht und meinen BMI regelmäßig kontrollieren, und wenn ich ein Ziel erreicht habe, werde ich mich auch darüber freuen.",2
4224," Das hat mich dazu gebracht, darüber nachzudenken, was ich esse und warum ich es esse.",1
23180, Ich möchte nicht mehr an Gewicht zunehmen.,0
14057, Ich habe mich mit meiner Freundin getroffen.,1
1818, Ich könnte mein Essverhalten ändern.,0
13011, Ich bin wirklich schlecht in Bewegung.,0
14282, Ich gehe jeden Morgen eine Stunde joggen und dann noch einmal am Abend.,1
13781," Wenn ich das Gewicht nicht mehr immer wieder verliere, würde ich mich besser fühlen.",0
20430, Dabei habe ich ziemlich schnell zugenommen.,0
24379," Ich habe verschiedene Diäten ausprobiert, aber die meisten haben nicht funktioniert.",1
22126," Ich will mich jeden Tag eine Stunde lang mit etwas beschäftigen, das mir Spaß macht.",2
11713, Ich möchte aber keine Diät machen.,0
9969, Ich habe mit dem Rauchen aufgehört.,1
15461," Ich würde sagen, dass es an meiner Unfähigkeit liegt.",0
5325, Ich möchte meinen Körper nicht verlieren.,0
17246, Kannst du mir helfen?,0
7004, Ich freue mich auf meine neue Figur.,0
9124, Ich mache mir viel zu viele Süßigkeiten und fast jeden Tag Fleisch.,2
12010, Ich habe auch ein paar Diät-Programme heruntergeladen und sie ausprobiert.,1
13656, Ich werde weiterhin meine Ernährung umstellen.,2
8266, Ich werde auch wieder auf mein Training achten.,2
4809, Ich möchte mehr Sport treiben.,0
14384, Ich habe mit meiner Frau ein Workout-Programm gemacht.,1
5482, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
7932," Ich brauche eine App, die mir hilft meine Ernährung zu kontrollieren.",0
19879," Ein paar Ideen, wie ich meine Ernährung umstellen kann...",0
7544, Ich werde meine Freunde und Familie wieder sehen können.,0
23273," Ich habe viel zu viel Gewicht und es ist mir ein großes Anliegen, dass ich diesen Zustand ändere.",0
22835," Wenn ich mehr Geld verdiene, kann ich mir mehr gesunde Sachen leisten.",0
9887, Ich esse nicht mehr so viel Fleisch.,1
16778," Ich versuche, mir vorzustellen, dass mein Gewicht eine Art Rückenprobleme ist und ich muss es behandeln, indem ich mich nicht so anstrenge.",1
6706, Ich würde gern ein paar Pfunde verlieren.,0
6643," Ich finde es gut, wenn ich bei der Arbeit durchgehend laufen muss und dabei das Gefühl habe, mein Körper würde sich verbrauchen.",0
22762, Ich könnte ein paar Schritte gehen.,0
11867, Ich werde es schaffen.,2
21186," Ich werde meine Ernährung umstellen, mich mehr bewegen und aufhören zu rauchen.",2
4122, App: Das ist gut.,1
21045, Ich werde mich auf meine Ernährung konzentrieren und mich bewegen.,2
18516," Ich würde lernen, wie ich meine Gedanken und Gefühle kontrolliere.",0
19721," Was kann ich tun, um bei meinem Essverhalten Veränderungen hervorzurufen?",0
9463, Hallo!,0
2689, Ich muss mehr Sport treiben und weniger essen.,0
4179," Ich habe mich schon daran gewöhnt, auf die Kalorien zu achten und viel frisches Gemüse zu essen.",1
22885," Ich kann mir bewusst machen, dass ich mit meinem Gewicht sehr viel Energie sparen kann.",0
20434," Ich möchte mein Leben verändern, weil ich immer schwerer werde und das nicht gut für mich ist.",0
13361," Ich muss noch wissen, wie ich meine Fortschritte dokumentiere und an welchen Punkten ich noch Schwierigkeiten habe.",0
19782, Ich muss mehr auf mein Gewicht achten.,0
766, Ich habe versucht nicht so viel zu essen.,1
677, Ich esse jetzt weniger Süßigkeiten und Fertigprodukte.,1
13364, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
9563," Ich würde jeden Tag eine Liste der Lebensmittel erstellen, die ich gegessen habe.",0
6607," Ich bin glücklich, wenn ich mich besser fühle.",0
12088, Ich habe viel Sport gemacht.,1
16357," Nachdem ich diese Frage beantwortet habe, kann ich fortfahren mit den anderen Fragen.",2
1379, Ich wünsche mir ein gesünderes Gewicht.,0
6532, Ich habe auch ein paar Dinge im Verhalten geändert.,1
17074," Ich habe Angst, dass ich nicht genug Zeit habe.",0
6188, Hallo!,0
20933," Ich habe es schon oft getan, aber ich bin immer wieder durchgefallen.",0
4585, Ich wünsche mir mehr Kontrolle über meine Ernährung im Allgemeinen.,0
9242, Ich werde mehr Sport treiben und auch mehr zu Fuß gehen.,2
